num_points,true_distance,epsilon,sample_size,Method1_avg_time,Method2_avg_time,Method1_accuracy,Method2_accuracy
25000,3.28300754981205,0.15,134,0.00220997,0.00269401,100,77
25000,3.28300754981205,0.1,201,0.00330436,0.00386891,100,88
25000,3.28300754981205,0.05,401,0.00691515,0.00752911,100,83
30000,1.33578466600509,0.5,40,0.00076699,0.00121985,100,75
30000,1.33578466600509,0.45,45,0.00082526,0.00134362,100,88
30000,1.33578466600509,0.4,50,0.0009197,0.00139893,100,83
30000,1.33578466600509,0.35,58,0.00103241,0.0014899,100,79
30000,1.33578466600509,0.3,67,0.00127084,0.00175012,100,75
30000,1.33578466600509,0.25,80,0.00140512,0.00194587,100,83
30000,1.33578466600509,0.2,100,0.00171656,0.00224752,100,79
30000,1.33578466600509,0.15,134,0.00234108,0.00273662,100,78
30000,1.33578466600509,0.1,201,0.00347313,0.00380138,100,74
30000,1.33578466600509,0.05,401,0.00670093,0.00731546,100,81
35000,3.59876885003027,0.5,40,0.00078667,0.00129093,100,79
35000,3.59876885003027,0.45,45,0.00082734,0.00135446,100,80
35000,3.59876885003027,0.4,50,0.00089749,0.0014193,100,80
35000,3.59876885003027,0.35,58,0.00104803,0.00159564,100,78
35000,3.59876885003027,0.3,67,0.00124498,0.00180236,100,81
35000,3.59876885003027,0.25,80,0.00146438,0.00202869,100,78
35000,3.59876885003027,0.2,100,0.00172723,0.00227663,100,83
35000,3.59876885003027,0.15,134,0.00227955,0.00282768,100,80
35000,3.59876885003027,0.1,201,0.0034068,0.00380585,100,77
35000,3.59876885003027,0.05,401,0.00700758,0.00820517,100,86
40000,2.84470028073531,0.5,40,0.00077548,0.00137849,100,74
40000,2.84470028073531,0.45,45,0.00083872,0.00144104,100,77
40000,2.84470028073531,0.4,50,0.00089969,0.00149779,100,77
40000,2.84470028073531,0.35,58,0.00104213,0.00164162,100,84
40000,2.84470028073531,0.3,67,0.00125534,0.00188594,100,81
40000,2.84470028073531,0.25,80,0.00145202,0.00207571,100,82
40000,2.84470028073531,0.2,100,0.00173858,0.00236418,100,77
40000,2.84470028073531,0.15,134,0.00224909,0.0028233,100,76
40000,2.84470028073531,0.1,201,0.0033378,0.00407854,100,72
40000,2.84470028073531,0.05,401,0.0069062,0.00775465,100,84
45000,3.77795901017493,0.5,40,0.00075882,0.00151416,100,77
45000,3.77795901017493,0.45,45,0.00082002,0.00150601,100,81
45000,3.77795901017493,0.4,50,0.00091033,0.00157244,100,77
45000,3.77795901017493,0.35,58,0.00103192,0.00173,100,77
45000,3.77795901017493,0.3,67,0.00124201,0.00190346,100,77
45000,3.77795901017493,0.25,80,0.00146313,0.00212361,100,85
45000,3.77795901017493,0.2,100,0.00173063,0.0023916,100,82
45000,3.77795901017493,0.15,134,0.00223793,0.00293499,100,77
45000,3.77795901017493,0.1,201,0.00346299,0.00408858,100,75
45000,3.77795901017493,0.05,401,0.0070558,0.00785904,100,76
50000,2.55773425052871,0.5,40,0.00077387,0.00158115,100,82
50000,2.55773425052871,0.45,45,0.000816630000000001,0.00168895,100,76
50000,2.55773425052871,0.4,50,0.00091039,0.00161017,100,81
50000,2.55773425052871,0.35,58,0.00104749,0.00178508,100,85
50000,2.55773425052871,0.3,67,0.0012637,0.00197409,100,81
50000,2.55773425052871,0.25,80,0.00147295,0.0022015,100,74
50000,2.55773425052871,0.2,100,0.00170408,0.00247174,100,83
50000,2.55773425052871,0.15,134,0.00223656,0.00298754,100,78
50000,2.55773425052871,0.1,201,0.00316099,0.0041738,100,85
50000,2.55773425052871,0.05,401,0.00697405,0.0077448,100,79
55000,1.30262705046544,0.5,40,0.00076113,0.00153548,100,77
55000,1.30262705046544,0.45,45,0.0008258,0.00160237,100,72
55000,1.30262705046544,0.4,50,0.00088384,0.00179312,100,77
55000,1.30262705046544,0.35,58,0.00102799,0.00180692,100,82
55000,1.30262705046544,0.3,67,0.00124121,0.00201451,100,69
55000,1.30262705046544,0.25,80,0.0014227,0.00221911,100,76
55000,1.30262705046544,0.2,100,0.00173787,0.00250197,100,81
55000,1.30262705046544,0.15,134,0.00219332,0.00303587,100,83
55000,1.30262705046544,0.1,201,0.00329927,0.00416286,100,83
55000,1.30262705046544,0.05,401,0.0069507,0.00789592,100,82
60000,4.59341593673456,0.5,40,0.00077111,0.00165393,100,79
60000,4.59341593673456,0.45,45,0.00082031,0.00168883,100,79
60000,4.59341593673456,0.4,50,0.00093664,0.00179109,100,74
60000,4.59341593673456,0.35,58,0.00103911,0.00185424,100,76
60000,4.59341593673456,0.3,67,0.00125667,0.00209481,100,83
60000,4.59341593673456,0.25,80,0.0014608,0.00230015,100,80
60000,4.59341593673456,0.2,100,0.0017289,0.00256255,100,77
60000,4.59341593673456,0.15,134,0.00221426,0.00307972,100,81
60000,4.59341593673456,0.1,201,0.00321285,0.0041097,100,73
60000,4.59341593673456,0.05,401,0.00669708,0.00795204,100,81
65000,4.34779932773204,0.5,40,0.00075544,0.00170366,100,79
65000,4.34779932773204,0.45,45,0.00083249,0.00176163,100,65
65000,4.34779932773204,0.4,50,0.00089392,0.00180062,100,73
65000,4.34779932773204,0.35,58,0.00106415,0.0019995,100,81
65000,4.34779932773204,0.3,67,0.00124721,0.00213124,100,75
65000,4.34779932773204,0.25,80,0.00143583,0.00237935,100,87
65000,4.34779932773204,0.2,100,0.00170919,0.00268459,100,90
65000,4.34779932773204,0.15,134,0.00229106,0.00320409,100,73
65000,4.34779932773204,0.1,201,0.0033328,0.00429534,100,89
65000,4.34779932773204,0.05,401,0.00729821,0.00856471,100,85
70000,4.87278016438053,0.5,40,0.00076051,0.00173795,100,81
70000,4.87278016438053,0.45,45,0.00082689,0.00180191,100,78
70000,4.87278016438053,0.4,50,0.00089852,0.00185592,100,83
70000,4.87278016438053,0.35,58,0.00105641,0.00201246,100,73
70000,4.87278016438053,0.3,67,0.00123274,0.00218434,100,77
70000,4.87278016438053,0.25,80,0.00150317,0.00240977,100,78
70000,4.87278016438053,0.2,100,0.00170702,0.00273955,100,82
70000,4.87278016438053,0.15,134,0.00226623,0.00326525,100,77
70000,4.87278016438053,0.1,201,0.00335817,0.00436614,100,83
70000,4.87278016438053,0.05,401,0.00645454,0.00808194,100,86
75000,4.79921718254114,0.5,40,0.00076903,0.00186921,100,85
75000,4.79921718254114,0.45,45,0.00082992,0.00184592,100,78
75000,4.79921718254114,0.4,50,0.0008992,0.00191345,100,82
75000,4.79921718254114,0.35,58,0.00103938,0.00208966,100,74
75000,4.79921718254114,0.3,67,0.00124724,0.00231718,100,77
75000,4.79921718254114,0.25,80,0.00144374,0.00248375,100,75
75000,4.79921718254114,0.2,100,0.00173747,0.00279551,100,86
75000,4.79921718254114,0.15,134,0.00241369,0.00338096,100,78
75000,4.79921718254114,0.1,201,0.00332095,0.0043114,100,81
75000,4.79921718254114,0.05,401,0.0071017,0.00838143,100,82
80000,4.80527451332383,0.5,40,0.00076985,0.00190767,100,76
80000,4.80527451332383,0.45,45,0.00082464,0.00194093,100,77
80000,4.80527451332383,0.4,50,0.00089693,0.00202774,100,73
80000,4.80527451332383,0.35,58,0.00103103,0.00219481,100,85
80000,4.80527451332383,0.3,67,0.00121999,0.00238822,100,82
80000,4.80527451332383,0.25,80,0.00147313,0.00259626,100,84
80000,4.80527451332383,0.2,100,0.00171197,0.00286417,100,76
80000,4.80527451332383,0.15,134,0.0021677,0.00332931,100,88
80000,4.80527451332383,0.1,201,0.00329232,0.00448361,100,81
80000,4.80527451332383,0.05,401,0.00685508,0.00817818,100,80
85000,4.95494038951873,0.5,40,0.00074556,0.00190631,100,77
85000,4.95494038951873,0.45,45,0.00083252,0.00194211,100,81
85000,4.95494038951873,0.4,50,0.0009049,0.0021213,100,78
85000,4.95494038951873,0.35,58,0.00105645,0.00217118,100,79
85000,4.95494038951873,0.3,67,0.00126087,0.00239891,100,77
85000,4.95494038951873,0.25,80,0.00148638,0.00258837,100,81
85000,4.95494038951873,0.2,100,0.00171164,0.0028929,100,79
85000,4.95494038951873,0.15,134,0.00220806,0.00339219,100,74
85000,4.95494038951873,0.1,201,0.00327635,0.00466321,100,91
85000,4.95494038951873,0.05,401,0.00671251,0.00871214,100,83
90000,4.44665564263093,0.5,40,0.0007557,0.00203121,100,76
90000,4.44665564263093,0.45,45,0.00083024,0.00204549,100,75
90000,4.44665564263093,0.4,50,0.00090346,0.00210265,100,78
90000,4.44665564263093,0.35,58,0.0010444,0.00224731,100,79
90000,4.44665564263093,0.3,67,0.00125335,0.00249506,100,78
90000,4.44665564263093,0.25,80,0.00145779,0.00265981,100,86
90000,4.44665564263093,0.2,100,0.00173993,0.00292973,100,82
90000,4.44665564263093,0.15,134,0.00232371,0.00343515,100,68
90000,4.44665564263093,0.1,201,0.00350003,0.00454259,100,81
90000,4.44665564263093,0.05,401,0.00672329,0.00805974,100,83
95000,4.11090431251782,0.5,40,0.00076104,0.00209344,100,81
95000,4.11090431251782,0.45,45,0.00084153,0.00213197,100,81
95000,4.11090431251782,0.4,50,0.00090339,0.00220455,100,73
95000,4.11090431251782,0.35,58,0.00105416,0.00243759,100,73
95000,4.11090431251782,0.3,67,0.00126628,0.00250447,100,77
95000,4.11090431251782,0.25,80,0.00146723,0.0027133,100,85
95000,4.11090431251782,0.2,100,0.00174464,0.00300109,100,82
95000,4.11090431251782,0.15,134,0.00225823,0.0035336,100,76
95000,4.11090431251782,0.1,201,0.0032059,0.00467198,100,79
95000,4.11090431251782,0.05,401,0.00660758,0.00833801,100,82
100000,4.55741883292711,0.5,40,0.00074491,0.00208737,100,83
100000,4.55741883292711,0.45,45,0.00081714,0.00213232,100,77
100000,4.55741883292711,0.4,50,0.00088923,0.00223695,100,75
100000,4.55741883292711,0.35,58,0.00102409,0.00237825,100,80
100000,4.55741883292711,0.3,67,0.001239,0.00256808,100,84
100000,4.55741883292711,0.25,80,0.00142224,0.00279928,100,79
100000,4.55741883292711,0.2,100,0.00173027,0.00302248,100,75
100000,4.55741883292711,0.15,134,0.00236583,0.00357115,100,78
100000,4.55741883292711,0.1,201,0.0032934,0.00475141,100,84
100000,4.55741883292711,0.05,401,0.00684868,0.00885788,100,81
