num_points,true_distance,epsilon,sample_size,Method1_avg_time,Method2_avg_time,Method1_accuracy,Method2_accuracy
65000,4.83620041498004,0.35,12,0.00053778,0.00143828,100,27
65000,4.83620041498004,0.3,14,0.00055364,0.00151345,100,46
65000,4.83620041498004,0.25,16,0.00056357,0.00162662,100,29
65000,4.83620041498004,0.2,20,0.00062313,0.00163662,100,32
65000,4.83620041498004,0.15,27,0.00067251,0.00160181,100,28
65000,4.83620041498004,0.1,40,0.00077445,0.00177337,100,30
65000,4.83620041498004,0.05,81,0.00147835,0.00240476,100,40
70000,4.27163963044421,0.5,8,0.00051947,0.00146515,100,40
70000,4.27163963044421,0.45,9,0.00051904,0.00147178,100,28
70000,4.27163963044421,0.4,10,0.00052472,0.00160897,100,35
70000,4.27163963044421,0.35,12,0.00054217,0.00151595,100,35
70000,4.27163963044421,0.3,14,0.0005491,0.00153217,100,30
70000,4.27163963044421,0.25,16,0.00055545,0.00162336,100,30
70000,4.27163963044421,0.2,20,0.00058437,0.00153624,100,42
70000,4.27163963044421,0.15,27,0.00065156,0.00166449,100,39
70000,4.27163963044421,0.1,40,0.00075702,0.00173563,100,38
70000,4.27163963044421,0.05,81,0.00145923,0.00252193,100,45
75000,0.804292625438635,0.5,8,0.00051752,0.00156971,100,35
75000,0.804292625438635,0.45,9,0.00052316,0.00152413,100,33
75000,0.804292625438635,0.4,10,0.00052768,0.00154094,100,34
75000,0.804292625438635,0.35,12,0.00054018,0.00155053,100,31
75000,0.804292625438635,0.3,14,0.00055222,0.00155005,100,37
75000,0.804292625438635,0.25,16,0.00056179,0.00156147,100,35
75000,0.804292625438635,0.2,20,0.00058318,0.00160341,100,27
75000,0.804292625438635,0.15,27,0.00063204,0.00164971,100,39
75000,0.804292625438635,0.1,40,0.00075126,0.00177602,100,30
75000,0.804292625438635,0.05,81,0.00149841,0.00255898,100,37
80000,2.4421102734539,0.5,8,0.00051548,0.0015748,100,49
80000,2.4421102734539,0.45,9,0.00052383,0.00155795,100,30
80000,2.4421102734539,0.4,10,0.0005234,0.0015768,100,35
80000,2.4421102734539,0.35,12,0.0005375,0.00158834,100,30
80000,2.4421102734539,0.3,14,0.00054938,0.00160736,100,41
80000,2.4421102734539,0.25,16,0.00056065,0.00162004,100,37
80000,2.4421102734539,0.2,20,0.00058427,0.00165455,100,37
80000,2.4421102734539,0.15,27,0.00063298,0.00170333,100,29
80000,2.4421102734539,0.1,40,0.00075982,0.00183483,100,37
80000,2.4421102734539,0.05,81,0.00147047,0.00258101,100,46
85000,2.89886171735414,0.5,8,0.00051853,0.00165837,100,34
85000,2.89886171735414,0.45,9,0.00052207,0.00166937,100,28
85000,2.89886171735414,0.4,10,0.00052867,0.00168693,100,36
85000,2.89886171735414,0.35,12,0.00056269,0.00172634,100,29
85000,2.89886171735414,0.3,14,0.0005536,0.00169524,100,35
85000,2.89886171735414,0.25,16,0.00056412,0.00168037,100,34
85000,2.89886171735414,0.2,20,0.00058775,0.00182195,100,34
85000,2.89886171735414,0.15,27,0.00063155,0.00178868,100,38
85000,2.89886171735414,0.1,40,0.00078225,0.00189818,100,25
85000,2.89886171735414,0.05,81,0.00147322,0.00263251,100,40
90000,3.99995776044909,0.5,8,0.00054014,0.00176922,100,36
90000,3.99995776044909,0.45,9,0.00054008,0.00176725,100,21
90000,3.99995776044909,0.4,10,0.00054618,0.00168925,100,32
90000,3.99995776044909,0.35,12,0.00054555,0.00171866,100,37
90000,3.99995776044909,0.3,14,0.00056645,0.00174149,100,31
90000,3.99995776044909,0.25,16,0.0005635,0.00176257,100,35
90000,3.99995776044909,0.2,20,0.00058173,0.00177762,100,40
90000,3.99995776044909,0.15,27,0.00062673,0.00182423,100,30
90000,3.99995776044909,0.1,40,0.00074293,0.0019429,100,33
90000,3.99995776044909,0.05,81,0.00145261,0.00268068,100,39
95000,4.80558325507,0.5,8,0.0005117,0.00180423,100,31
95000,4.80558325507,0.45,9,0.00052064,0.00176393,100,31
95000,4.80558325507,0.4,10,0.0005288,0.00176423,100,30
95000,4.80558325507,0.35,12,0.00054418,0.00176828,100,39
95000,4.80558325507,0.3,14,0.00055249,0.00177082,100,32
95000,4.80558325507,0.25,16,0.00056524,0.00179193,100,34
95000,4.80558325507,0.2,20,0.00058389,0.00182452,100,37
95000,4.80558325507,0.15,27,0.00063636,0.00185366,100,30
95000,4.80558325507,0.1,40,0.00076054,0.00199641,100,40
95000,4.80558325507,0.05,81,0.0014844,0.00273579,100,34
100000,3.12794525447716,0.5,8,0.00051695,0.00178409,100,43
100000,3.12794525447716,0.45,9,0.00051581,0.00179374,100,45
100000,3.12794525447716,0.4,10,0.00052885,0.00179868,100,35
100000,3.12794525447716,0.35,12,0.00053755,0.00185343,100,36
100000,3.12794525447716,0.3,14,0.00054462,0.00182409,100,41
100000,3.12794525447716,0.25,16,0.00055715,0.001874,100,33
100000,3.12794525447716,0.2,20,0.00058304,0.00188689,100,36
100000,3.12794525447716,0.15,27,0.00067664,0.00190803,100,36
100000,3.12794525447716,0.1,40,0.00076309,0.00211133,100,39
100000,3.12794525447716,0.05,81,0.00149337,0.00279479,100,49
