dimension,num_points,delta,epsilon,accuracy_pct,LS_time_sec,avg_sample_time_sec,coefficient
50,5000,1,0.5,100,41.256422,0.00374805,11007.4364002615
50,5000,1,0.45,100,41.256422,0.00434372,9497.94692107226
50,5000,1,0.4,100,41.256422,0.00563794,7317.64119518831
50,5000,1,0.35,100,41.256422,0.00741441,5564.35670538856
50,5000,1,0.3,100,41.256422,0.01031283,4000.49472356279
50,5000,1,0.25,100,41.256422,0.01493605,2762.20433113172
50,5000,1,0.2,100,41.256422,0.02722783,1515.22989529463
50,5000,1,0.15,100,41.256422,0.05855253,704.605283495009
50,5000,1,0.1,100,41.256422,0.03609837,1142.8887786346
50,5000,1,0.05,100,41.256422,0.11312569,364.695428598049
50,10000,0.6,0.5,32,8.568184,0.0056672,1511.89017504235
50,10000,0.6,0.45,82,8.568184,0.00761745,1124.81000859868
50,10000,0.6,0.4,92,8.568184,0.00886021,967.040736054789
50,10000,0.6,0.35,100,8.568184,0.01111155,771.106101308998
50,10000,0.6,0.3,100,8.568184,0.01633731,524.455005138545
50,10000,0.6,0.25,100,8.568184,0.02532917,338.273382033442
50,10000,0.6,0.2,100,8.568184,0.08157057,105.040138863808
50,10000,0.6,0.15,100,8.568184,0.43222041,19.8236450703473
50,10000,0.6,0.1,100,8.568184,0.05306461,161.467011629785
50,10000,0.6,0.05,100,8.568184,0.13564305,63.1671434695696
50,10000,0.7,0.5,22,8.629854,0.00531367,1624.08542495112
50,10000,0.7,0.45,69,8.629854,0.00748011,1153.70683051452
50,10000,0.7,0.4,83,8.629854,0.00901737,957.025607244684
50,10000,0.7,0.35,100,8.629854,0.01124746,767.271366157337
50,10000,0.7,0.3,100,8.629854,0.01702728,506.825165264211
50,10000,0.7,0.25,100,8.629854,0.02675441,322.558187603464
50,10000,0.7,0.2,100,8.629854,0.06586682,131.019745601807
50,10000,0.7,0.15,100,8.629854,0.43322154,19.9201867940361
50,10000,0.7,0.1,100,8.629854,0.05236416,164.804591537418
50,10000,0.7,0.05,100,8.629854,0.13680377,63.0819896264555
50,10000,0.8,0.5,4,9.42975,0.00452173,2085.42969173303
50,10000,0.8,0.45,28,9.42975,0.00667001,1413.75350261844
50,10000,0.8,0.4,63,9.42975,0.00887486,1062.52380319239
50,10000,0.8,0.35,93,9.42975,0.01186436,794.796348054173
50,10000,0.8,0.3,100,9.42975,0.0164287,573.98029058903
50,10000,0.8,0.25,100,9.42975,0.02521895,373.915250238412
50,10000,0.8,0.2,100,9.42975,0.05123931,184.03350864795
50,10000,0.8,0.15,100,9.42975,0.26704897,35.3109394130972
50,10000,0.8,0.1,100,9.42975,0.05237971,180.026769907661
50,10000,0.8,0.05,100,9.42975,0.14309868,65.8968342684922
50,10000,0.9,0.5,0,9.218806,0.0040984,2249.36707007613
50,10000,0.9,0.45,1,9.218806,0.00534031,1726.26795073694
50,10000,0.9,0.4,6,9.218806,0.00693356,1329.59201333802
50,10000,0.9,0.35,33,9.218806,0.01107281,832.562466076814
50,10000,0.9,0.3,68,9.218806,0.01675728,550.137373129768
50,10000,0.9,0.25,95,9.218806,0.02635355,349.81268178291
50,10000,0.9,0.2,100,9.218806,0.0501011,184.004063783031
50,10000,0.9,0.15,100,9.218806,0.23564289,39.1219357392875
50,10000,0.9,0.1,100,9.218806,0.05285558,174.415000270549
50,10000,0.9,0.05,100,9.218806,0.13266278,69.4905232650785
50,10000,0.95,0.5,0,10.19962,0.00389923,2615.80363302498
50,10000,0.95,0.45,0,10.19962,0.00471248,2164.38478253489
50,10000,0.95,0.4,0,10.19962,0.00627531,1625.3571536705
50,10000,0.95,0.35,3,10.19962,0.00861095,1184.49416150367
50,10000,0.95,0.3,15,10.19962,0.01432097,712.215722817658
50,10000,0.95,0.25,42,10.19962,0.02774592,367.607922173783
50,10000,0.95,0.2,84,10.19962,0.06708607,152.037822457032
50,10000,0.95,0.15,99,10.19962,0.28397576,35.917220540232
50,10000,0.95,0.1,100,10.19962,0.05634116,181.033191364892
50,10000,0.95,0.05,100,10.19962,0.14984389,68.0683076233539
50,10000,1,0.5,100,70.015776,0.00388032,18043.8149430975
50,10000,1,0.45,100,70.015776,0.00434566,16111.6553066738
50,10000,1,0.4,100,70.015776,0.00552106,12681.5821599475
50,10000,1,0.35,100,70.015776,0.00735813,9515.43068687289
50,10000,1,0.3,100,70.015776,0.01015082,6897.54876945902
50,10000,1,0.25,100,70.015776,0.01494387,4685.25060777429
50,10000,1,0.2,100,70.015776,0.0264389,2648.21062903525
50,10000,1,0.15,100,70.015776,0.05820518,1202.91314278214
50,10000,1,0.1,100,70.015776,0.03503519,1998.44145272225
50,10000,1,0.05,100,70.015776,0.11053541,633.423949845574
50,20000,0.6,0.5,42,36.182293,0.00567973,6370.42482653225
50,20000,0.6,0.45,84,36.182293,0.00696204,5197.08203342698
50,20000,0.6,0.4,93,36.182293,0.00869619,4160.70635531192
50,20000,0.6,0.35,100,36.182293,0.01128141,3207.24918250467
50,20000,0.6,0.3,100,36.182293,0.01641404,2204.35023918548
50,20000,0.6,0.25,100,36.182293,0.02650266,1365.23250873686
50,20000,0.6,0.2,100,36.182293,0.05483007,659.89871980831
50,20000,0.6,0.15,100,36.182293,0.3628171,99.72598590309
50,20000,0.6,0.1,100,36.182293,0.04952443,730.594839758883
50,20000,0.6,0.05,100,36.182293,0.1329971,272.053247777583
50,20000,0.7,0.5,13,32.394616,0.00498282,6501.261534633
50,20000,0.7,0.45,56,32.394616,0.00715298,4528.82798497969
50,20000,0.7,0.4,87,32.394616,0.00912161,3551.41427883893
50,20000,0.7,0.35,97,32.394616,0.01110296,2917.65583231859
50,20000,0.7,0.3,100,32.394616,0.0166,1951.48289156627
50,20000,0.7,0.25,100,32.394616,0.0248023,1306.11338464578
50,20000,0.7,0.2,100,32.394616,0.05748619,563.519968882961
50,20000,0.7,0.15,100,32.394616,0.37530029,86.3165226970648
50,20000,0.7,0.1,100,32.394616,0.0554809,583.887716313182
50,20000,0.7,0.05,100,32.394616,0.13524265,239.529586265871
50,20000,0.8,0.5,3,36.232401,0.00466814,7761.63546937324
50,20000,0.8,0.45,29,36.232401,0.00668134,5422.92429362972
50,20000,0.8,0.4,47,36.232401,0.00852929,4247.99731278922
50,20000,0.8,0.35,89,36.232401,0.01175314,3082.78477070808
50,20000,0.8,0.3,100,36.232401,0.01615887,2242.26081402969
50,20000,0.8,0.25,100,36.232401,0.02546061,1423.07670554633
50,20000,0.8,0.2,100,36.232401,0.05593708,647.734937182992
50,20000,0.8,0.15,100,36.232401,0.4057213,89.3036697851456
50,20000,0.8,0.1,100,36.232401,0.05939447,610.02987315149
50,20000,0.8,0.05,100,36.232401,0.1497616,241.93385353789
50,20000,0.9,0.5,0,36.612576,0.00431934,8476.4283432191
50,20000,0.9,0.45,1,36.612576,0.00532774,6872.06507825081
50,20000,0.9,0.4,11,36.612576,0.00707353000000001,5175.99783983385
50,20000,0.9,0.35,34,36.612576,0.01116703,3278.63147139392
50,20000,0.9,0.3,62,36.612576,0.01688093,2168.87197565537
50,20000,0.9,0.25,92,36.612576,0.02874724,1273.60317025217
50,20000,0.9,0.2,100,36.612576,0.06178921,592.539959646676
50,20000,0.9,0.15,100,36.612576,0.26808076,136.572934215794
50,20000,0.9,0.1,100,36.612576,0.05739003,637.960565624378
50,20000,0.9,0.05,100,36.612576,0.14430611,253.714662532307
50,20000,0.95,0.5,0,39.213368,0.0038914,10076.9306676261
50,20000,0.95,0.45,0,39.213368,0.00486712,8056.79087427473
50,20000,0.95,0.4,0,39.213368,0.00610859,6419.38123200281
50,20000,0.95,0.35,9,39.213368,0.00898363,4364.98030306235
50,20000,0.95,0.3,17,39.213368,0.01474178,2660.01581898522
50,20000,0.95,0.25,51,39.213368,0.02554349,1535.16093533029
50,20000,0.95,0.2,86,39.213368,0.06314153,621.039243109884
50,20000,0.95,0.15,100,39.213368,0.2524874,155.308217360549
50,20000,0.95,0.1,100,39.213368,0.05782919,678.089525376371
50,20000,0.95,0.05,100,39.213368,0.14513057,270.193715906993
50,20000,1,0.5,0,305.298899,0.00350407,87126.9406718473
50,20000,1,0.45,0,305.298899,0.00434486,70266.6827009386
50,20000,1,0.4,0,305.298899,0.00554446,55063.7751918131
50,20000,1,0.35,0,305.298899,0.007401,41251.0335089853
50,20000,1,0.3,0,305.298899,0.01025433,29772.681296584
50,20000,1,0.25,0,305.298899,0.01486126,20543.2714991865
50,20000,1,0.2,0,305.298899,0.02644234,11545.8351643614
50,20000,1,0.15,0,305.298899,0.06091132,5012.18655251602
50,20000,1,0.1,0,305.298899,0.03556773,8583.5924586697
50,20000,1,0.05,0,305.298899,0.10868022,2809.14870249619
100,5000,0.6,0.5,42,21.144085,0.03845389,549.855554275523
100,5000,0.6,0.45,90,21.144085,0.05157607,409.959211704188
100,5000,0.6,0.4,100,21.144085,0.06461237,327.245154449527
100,5000,0.6,0.35,100,21.144085,0.09259848,228.341599127761
100,5000,0.6,0.3,100,21.144085,0.15591383,135.613915712288
100,5000,0.6,0.25,100,21.144085,0.44502396,47.5122395657079
100,5000,0.6,0.2,100,21.144085,2.83367704,7.46171306804956
100,5000,0.6,0.15,100,21.144085,0.1520406,139.068676393016
100,5000,0.6,0.1,100,21.144085,0.22943939,92.1554271914687
100,5000,0.6,0.05,100,21.144085,0.71910119,29.4034904878964
100,5000,0.7,0.5,13,20.060239,0.03255173,616.25723118249
100,5000,0.7,0.45,56,20.060239,0.04953802,404.946322037094
100,5000,0.7,0.4,99,20.060239,0.06575544,305.073450957062
100,5000,0.7,0.35,100,20.060239,0.09158177,219.041835509403
100,5000,0.7,0.3,100,20.060239,0.16083967,124.721960695393
100,5000,0.7,0.25,100,20.060239,0.52723901,38.0477138821727
100,5000,0.7,0.2,100,20.060239,2.83003671,7.08833172697608
100,5000,0.7,0.15,100,20.060239,0.16618463,120.710555482778
100,5000,0.7,0.1,100,20.060239,0.2345164,85.5387469703611
100,5000,0.7,0.05,100,20.060239,0.75644748,26.5190109430995
100,5000,0.8,0.5,1,22.212432,0.02640689,841.160469862222
100,5000,0.8,0.45,14,22.212432,0.04094714,542.466018383702
100,5000,0.8,0.4,64,22.212432,0.07388194,300.64765489374
100,5000,0.8,0.35,97,22.212432,0.10435258,212.859442478567
100,5000,0.8,0.3,100,22.212432,0.17579902,126.351284552098
100,5000,0.8,0.25,100,22.212432,0.45383656,48.9436813993126
100,5000,0.8,0.2,100,22.212432,2.98704828,7.4362480676074
100,5000,0.8,0.15,100,22.212432,0.14896526,149.111490826787
100,5000,0.8,0.1,100,22.212432,0.22795934,97.4403242262414
100,5000,0.8,0.05,100,22.212432,0.79418316,27.968903294298
100,5000,0.9,0.5,0,23.112999,0.02278424,1014.42922827358
100,5000,0.9,0.45,0,23.112999,0.0302,765.331092715232
100,5000,0.9,0.4,1,23.112999,0.04271967,541.038800159271
100,5000,0.9,0.35,16,23.112999,0.07777902,297.162383892212
100,5000,0.9,0.3,73,23.112999,0.21143869,109.313006999807
100,5000,0.9,0.25,97,23.112999,0.43297509,53.3818215731533
100,5000,0.9,0.2,100,23.112999,2.1437119,10.7817654974999
100,5000,0.9,0.15,100,23.112999,0.16598149,139.250461000199
100,5000,0.9,0.1,100,23.112999,0.2262644,102.150400151327
100,5000,0.9,0.05,100,23.112999,0.76217834,30.324922379715
100,5000,0.95,0.5,0,23.151346,0.02271047,1019.41289634252
100,5000,0.95,0.45,0,23.151346,0.02874583,805.381023960693
100,5000,0.95,0.4,0,23.151346,0.03853057,600.856566617104
100,5000,0.95,0.35,2,23.151346,0.05814457,398.168668200659
100,5000,0.95,0.3,18,23.151346,0.13193117,175.480487287424
100,5000,0.95,0.25,68,23.151346,0.73824186,31.3601100864153
100,5000,0.95,0.2,100,23.151346,3.24364629,7.1374446934533
100,5000,0.95,0.15,100,23.151346,0.1730055,133.818554901434
100,5000,0.95,0.1,100,23.151346,0.26138072,88.5732734992849
100,5000,0.95,0.05,100,23.151346,0.86705659,26.7010784151932
100,5000,1,0.5,100,154.786687,0.01971807,7849.99175882832
100,5000,1,0.45,100,154.786687,0.02583139,5992.19349016836
100,5000,1,0.4,100,154.786687,0.03551588,4358.23882162007
100,5000,1,0.35,100,154.786687,0.0475659,3254.15238647855
100,5000,1,0.3,100,154.786687,0.06748353,2293.69576547048
100,5000,1,0.25,100,154.786687,0.10456071,1480.35229485339
100,5000,1,0.2,100,154.786687,0.18541906,834.79382863876
100,5000,1,0.15,100,154.786687,0.08627431,1794.12257252478
100,5000,1,0.1,100,154.786687,0.14147107,1094.12254392364
100,5000,1,0.05,100,154.786687,0.61705307,250.848256860629
100,10000,0.6,0.5,31,77.162204,0.03656789,2110.10818507713
100,10000,0.6,0.45,82,77.162204,0.05128517,1504.5714774856
100,10000,0.6,0.4,99,77.162204,0.06615615,1166.3647899704
100,10000,0.6,0.35,100,77.162204,0.08982558,859.022608036597
100,10000,0.6,0.3,100,77.162204,0.15918542,484.731604188373
100,10000,0.6,0.25,100,77.162204,0.46985527,164.225473090895
100,10000,0.6,0.2,100,77.162204,3.2563421,23.6959759234142
100,10000,0.6,0.15,100,77.162204,0.1494936,516.157240176168
100,10000,0.6,0.1,100,77.162204,0.22270684,346.474333702548
100,10000,0.6,0.05,100,77.162204,0.70670018,109.186619989258
100,10000,0.7,0.5,14,81.384901,0.03433712,2370.17260038116
100,10000,0.7,0.45,56,81.384901,0.05022593,1620.3761881562
100,10000,0.7,0.4,99,81.384901,0.06548722,1242.76005303019
100,10000,0.7,0.35,100,81.384901,0.09518421,855.025229499725
100,10000,0.7,0.3,100,81.384901,0.14786839,550.387415457759
100,10000,0.7,0.25,100,81.384901,0.40279975,202.048042482648
100,10000,0.7,0.2,100,81.384901,2.60974953,31.1849470857075
100,10000,0.7,0.15,100,81.384901,0.15683138,518.932505726851
100,10000,0.7,0.1,100,81.384901,0.22433908,362.776298271349
100,10000,0.7,0.05,100,81.384901,0.77641965,104.820764131871
100,10000,0.8,0.5,1,81.306241,0.02703314,3007.65064657676
100,10000,0.8,0.45,15,81.306241,0.04233491,1920.548337058
100,10000,0.8,0.4,58,81.306241,0.06727834,1208.50545658528
100,10000,0.8,0.35,97,81.306241,0.10793984,753.255155834954
100,10000,0.8,0.3,100,81.306241,0.17145746,474.20649413563
100,10000,0.8,0.25,100,81.306241,0.48880579,166.336493272717
100,10000,0.8,0.2,100,81.306241,1.96546571,41.3674176996962
100,10000,0.8,0.15,100,81.306241,0.15885127,511.838784795363
100,10000,0.8,0.1,100,81.306241,0.22638714,359.146906489476
100,10000,0.8,0.05,100,81.306241,0.82556817,98.4851935364708
100,10000,0.9,0.5,0,86.631507,0.02354774,3678.97331123921
100,10000,0.9,0.45,0,86.631507,0.03048214,2842.04150364771
100,10000,0.9,0.4,2,86.631507,0.04543098,1906.8817577785
100,10000,0.9,0.35,32,86.631507,0.08490617,1020.32051380954
100,10000,0.9,0.3,79,86.631507,0.19908583,435.146524491472
100,10000,0.9,0.25,100,86.631507,0.59168213,146.415621847494
100,10000,0.9,0.2,100,86.631507,2.03664289,42.5364247337441
100,10000,0.9,0.15,100,86.631507,0.16232059,533.706210653867
100,10000,0.9,0.1,100,86.631507,0.24490333,353.737562490473
100,10000,0.9,0.05,100,86.631507,0.81330694,106.517604534396
100,10000,0.95,0.5,0,90.319812,0.02275104,3969.92014430989
100,10000,0.95,0.45,0,90.319812,0.02875873,3140.6050267171
100,10000,0.95,0.4,0,90.319812,0.0396155,2279.91094394871
100,10000,0.95,0.35,2,90.319812,0.06411022,1408.82080891315
100,10000,0.95,0.3,15,90.319812,0.15083445,598.800950313406
100,10000,0.95,0.25,72,90.319812,0.70900315,127.389859974529
100,10000,0.95,0.2,93,90.319812,2.99006497,30.2066386202973
100,10000,0.95,0.15,100,90.319812,0.16979501,531.93443081749
100,10000,0.95,0.1,100,90.319812,0.25006304,361.188170790853
100,10000,0.95,0.05,100,90.319812,0.83231946,108.515799930954
100,10000,1,0.5,100,656.602073,0.02078821,31585.3107602819
100,10000,1,0.45,100,656.602073,0.02668426,24606.3437022424
100,10000,1,0.4,100,656.602073,0.03525117,18626.3909254643
100,10000,1,0.35,100,656.602073,0.04962632,13230.9240943112
100,10000,1,0.3,100,656.602073,0.06840745,9598.40007192199
100,10000,1,0.25,100,656.602073,0.10563679,6215.65718723562
100,10000,1,0.2,100,656.602073,0.18885186,3476.81019927471
100,10000,1,0.15,100,656.602073,0.08918137,7362.54750291456
100,10000,1,0.1,100,656.602073,0.14469767,4537.75152702873
100,10000,1,0.05,100,656.602073,0.60842037,1079.19146921396
100,20000,0.6,0.5,37,72.300389,0.03782845,1911.27019478726
100,20000,0.6,0.45,85,72.300389,0.05012385,1442.43486882991
100,20000,0.6,0.4,100,72.300389,0.06775972,1067.01133062533
100,20000,0.6,0.35,100,72.300389,0.09141389,790.912507935063
100,20000,0.6,0.3,100,72.300389,0.1742971,414.811198809389
100,20000,0.6,0.25,100,72.300389,0.583167,123.97887569084
100,20000,0.6,0.2,100,72.300389,3.21501753,22.4883343015551
100,20000,0.6,0.15,100,72.300389,0.16363001,441.852866720475
100,20000,0.6,0.1,100,72.300389,0.22365909,323.261571886034
100,20000,0.6,0.05,100,72.300389,0.7706374,93.8189464980547
100,20000,0.7,0.5,19,73.082225,0.03348266,2182.68874097817
100,20000,0.7,0.45,63,73.082225,0.04971195,1470.11382575015
100,20000,0.7,0.4,97,73.082225,0.0647632,1128.45296402895
100,20000,0.7,0.35,100,73.082225,0.08884992,822.535630870574
100,20000,0.7,0.3,100,73.082225,0.14353931,509.144324296947
100,20000,0.7,0.25,100,73.082225,0.37515065,194.807672597662
100,20000,0.7,0.2,100,73.082225,2.11838239,34.4990712465279
100,20000,0.7,0.15,100,73.082225,0.15543305,470.184590728935
100,20000,0.7,0.1,100,73.082225,0.22815055,320.32456200522
100,20000,0.7,0.05,100,73.082225,0.73223251,99.8074027060066
100,20000,0.8,0.5,2,77.386719,0.02735441,2829.03996101543
100,20000,0.8,0.45,21,77.386719,0.04512146,1715.07568682396
100,20000,0.8,0.4,55,77.386719,0.06734864,1149.0464989345
100,20000,0.8,0.35,100,77.386719,0.10112784,765.236546138037
100,20000,0.8,0.3,100,77.386719,0.15169662,510.141353182424
100,20000,0.8,0.25,100,77.386719,0.39660984,195.120521971921
100,20000,0.8,0.2,100,77.386719,1.83550392,42.1610208274576
100,20000,0.8,0.15,100,77.386719,0.15092919,512.735270095864
100,20000,0.8,0.1,100,77.386719,0.23291401,332.254461635863
100,20000,0.8,0.05,100,77.386719,0.78153794,99.0185057426642
100,20000,0.9,0.5,0,79.290229,0.02354038,3368.26461594928
100,20000,0.9,0.45,2,79.290229,0.03147991,2518.7565339291
100,20000,0.9,0.4,3,79.290229,0.04711959,1682.74445936393
100,20000,0.9,0.35,33,79.290229,0.08889199,891.983957159694
100,20000,0.9,0.3,85,79.290229,0.18992851,417.474074850585
100,20000,0.9,0.25,100,79.290229,0.55485331,142.903047654163
100,20000,0.9,0.2,100,79.290229,2.25861961,35.1056143535387
100,20000,0.9,0.15,100,79.290229,0.16068958,493.437278260358
100,20000,0.9,0.1,100,79.290229,0.22423582,353.601975812785
100,20000,0.9,0.05,100,79.290229,0.78610812,100.86427933094
100,20000,0.95,0.5,0,81.157605,0.02233606,3633.47900211586
100,20000,0.95,0.45,0,81.157605,0.02863158,2834.54859983277
100,20000,0.95,0.4,0,81.157605,0.03867413,2098.49853118868
100,20000,0.95,0.35,3,81.157605,0.06250839,1298.34738984639
100,20000,0.95,0.3,21,81.157605,0.1431708,566.858640169644
100,20000,0.95,0.25,67,81.157605,0.68790797,117.977416368646
100,20000,0.95,0.2,97,81.157605,2.77200626,29.2775691639311
100,20000,0.95,0.15,100,81.157605,0.17551301,462.40221736269
100,20000,0.95,0.1,100,81.157605,0.26073138,311.269034820435
100,20000,0.95,0.05,100,81.157605,0.89444667,90.7349847923297
100,20000,1,0.5,100,570.131937,0.01990833,28637.858474317
100,20000,1,0.45,100,570.131937,0.02531714,22519.6028066361
100,20000,1,0.4,100,570.131937,0.03478649,16389.4643293991
100,20000,1,0.35,100,570.131937,0.04961029,11492.2113335762
100,20000,1,0.3,100,570.131937,0.06928931,8228.28134671856
100,20000,1,0.25,100,570.131937,0.10574057,5391.79935383363
100,20000,1,0.2,100,570.131937,0.18978617,3004.0752547986
100,20000,1,0.15,100,570.131937,0.08840183,6449.32279116847
100,20000,1,0.1,100,570.131937,0.1363481,4181.44394384667
100,20000,1,0.05,100,570.131937,0.57499452,991.543253316571
200,5000,0.6,0.5,30,31.133322,0.28524357,109.146446316038
200,5000,0.6,0.45,93,31.133322,0.42597957,73.0864205529857
200,5000,0.6,0.4,100,31.133322,0.68478617,45.4642972710737
200,5000,0.6,0.35,100,31.133322,0.32403774,96.0793085398015
200,5000,0.6,0.3,100,31.133322,0.37303677,83.4591238820773
200,5000,0.6,0.25,100,31.133322,0.45751525,68.0487087588884
200,5000,0.6,0.2,100,31.133322,0.54466081,57.1609365469126
200,5000,0.6,0.15,100,31.133322,0.71963461,43.2626802093357
200,5000,0.6,0.1,100,31.133322,0.97226217,32.021529748504
200,5000,0.6,0.05,100,31.133322,4.06996588,7.649528993103
200,5000,0.7,0.5,11,31.851288,0.23711037,134.331062787342
200,5000,0.7,0.45,77,31.851288,0.46410819,68.6290151440766
200,5000,0.7,0.4,100,31.851288,0.71726993,44.4062781218223
200,5000,0.7,0.35,100,31.851288,0.34190152,93.1592465573127
200,5000,0.7,0.3,100,31.851288,0.37872363,84.1016653753557
200,5000,0.7,0.25,100,31.851288,0.43038224,74.0069757525311
200,5000,0.7,0.2,100,31.851288,0.54139804,58.8315539524303
200,5000,0.7,0.15,100,31.851288,0.74039578,43.0192727462601
200,5000,0.7,0.1,100,31.851288,1.01580018,31.3558597715547
200,5000,0.7,0.05,100,31.851288,4.24624412,7.50104965703196
200,5000,0.8,0.5,0,32.554964,0.17630889,184.647319826017
200,5000,0.8,0.45,9,32.554964,0.30410384,107.052130614332
200,5000,0.8,0.4,70,32.554964,1.07851164,30.1850835842625
200,5000,0.8,0.35,100,32.554964,0.35925064,90.61908421374
200,5000,0.8,0.3,100,32.554964,0.40140198,81.103147523089
200,5000,0.8,0.25,100,32.554964,0.46267236,70.3628891944183
200,5000,0.8,0.2,100,32.554964,0.52737834,61.7298086227812
200,5000,0.8,0.15,100,32.554964,0.69654213,46.7379683121249
200,5000,0.8,0.1,100,32.554964,1.02949521,31.6222588349877
200,5000,0.8,0.05,100,32.554964,4.53564416,7.17758334904297
200,5000,0.9,0.5,0,34.28398,0.15321836,223.758954214103
200,5000,0.9,0.45,0,34.28398,0.20977172,163.43470893026
200,5000,0.9,0.4,0,34.28398,0.30616923,111.977222531474
200,5000,0.9,0.35,16,34.28398,0.28903371,118.615852801391
200,5000,0.9,0.3,86,34.28398,0.45898301,74.6955317583542
200,5000,0.9,0.25,100,34.28398,0.53954704,63.542151950273
200,5000,0.9,0.2,100,34.28398,0.63224427,54.225845336645
200,5000,0.9,0.15,100,34.28398,0.79912215,42.9020519578891
200,5000,0.9,0.1,100,34.28398,1.19060275,28.7954819523136
200,5000,0.9,0.05,100,34.28398,5.41853607,6.32716651824374
200,5000,0.95,0.5,0,37.527688,0.14755871,254.323773906671
200,5000,0.95,0.45,0,37.527688,0.18938485,198.155702528476
200,5000,0.95,0.4,0,37.527688,0.25370777,147.916983386043
200,5000,0.95,0.35,2,37.527688,0.1970132,190.483114836975
200,5000,0.95,0.3,10,37.527688,0.28576065,131.325597138724
200,5000,0.95,0.25,63,37.527688,0.50487087,74.3312601893628
200,5000,0.95,0.2,99,37.527688,0.64444849,58.2322537523519
200,5000,0.95,0.15,100,37.527688,0.78751192,47.6534856767628
200,5000,0.95,0.1,100,37.527688,1.13177997,33.1581128794848
200,5000,0.95,0.05,100,37.527688,5.00777146,7.49388990686887
200,5000,1,0.5,100,209.300191,0.13458141,1555.19392314288
200,5000,1,0.45,100,209.300191,0.18354287,1140.33408652703
200,5000,1,0.4,100,209.300191,0.28410484,736.700546882623
200,5000,1,0.35,100,209.300191,0.15630773,1339.02648960483
200,5000,1,0.3,100,209.300191,0.18629852,1123.46674036917
200,5000,1,0.25,100,209.300191,0.21041756,994.689754030035
200,5000,1,0.2,100,209.300191,0.27831615,752.023161429906
200,5000,1,0.15,100,209.300191,0.39528889,529.48665215458
200,5000,1,0.1,100,209.300191,0.61439142,340.662620255993
200,5000,1,0.05,100,209.300191,3.14225569,66.6082622321546
200,10000,0.6,0.5,28,104.812793,0.28251365,371.000810049355
200,10000,0.6,0.45,88,104.812793,0.55637011,188.386815028579
200,10000,0.6,0.4,100,104.812793,1.18652688,88.3357931174724
200,10000,0.6,0.35,100,104.812793,0.33515762,312.726868629751
200,10000,0.6,0.3,100,104.812793,0.39775362,263.511851884591
200,10000,0.6,0.25,100,104.812793,0.46508772,225.361342587157
200,10000,0.6,0.2,100,104.812793,0.55159277,190.018431532378
200,10000,0.6,0.15,100,104.812793,0.73794187,142.033942321229
200,10000,0.6,0.1,100,104.812793,1.0337825,101.387664233047
200,10000,0.6,0.05,100,104.812793,4.45771287,23.5126837588353
200,10000,0.7,0.5,4,106.056859,0.22115675,479.555152623648
200,10000,0.7,0.45,69,106.056859,0.48311449,219.527381594371
200,10000,0.7,0.4,99,106.056859,0.80509139,131.732695588758
200,10000,0.7,0.35,100,106.056859,0.34248208,309.671265135975
200,10000,0.7,0.3,100,106.056859,0.38482347,275.59872842475
200,10000,0.7,0.25,100,106.056859,0.44961776,235.882272533007
200,10000,0.7,0.2,100,106.056859,0.55859183,189.864679904108
200,10000,0.7,0.15,100,106.056859,0.71349269,148.644632925391
200,10000,0.7,0.1,100,106.056859,1.0818205,98.0355419406454
200,10000,0.7,0.05,100,106.056859,4.47138185,23.7190341952119
200,10000,0.8,0.5,0,109.78538,0.1771789,619.630102681527
200,10000,0.8,0.45,7,109.78538,0.29890535,367.291451959625
200,10000,0.8,0.4,58,109.78538,1.02801136,106.793936596187
200,10000,0.8,0.35,100,109.78538,0.38493435,285.205464256437
200,10000,0.8,0.3,100,109.78538,0.41315691,265.723209131368
200,10000,0.8,0.25,100,109.78538,0.44612812,246.084869073037
200,10000,0.8,0.2,100,109.78538,0.5292468,207.437021820444
200,10000,0.8,0.15,100,109.78538,0.67598419,162.408206617968
200,10000,0.8,0.1,100,109.78538,0.99695775,110.120393767941
200,10000,0.8,0.05,100,109.78538,4.61408977,23.7935075979244
200,10000,0.9,0.5,0,112.529725,0.15551598,723.589466497269
200,10000,0.9,0.45,0,112.529725,0.20893209,538.594741477961
200,10000,0.9,0.4,0,112.529725,0.33069842,340.278991958897
200,10000,0.9,0.35,24,112.529725,0.32817085,342.899818798653
200,10000,0.9,0.3,91,112.529725,0.46001601,244.621323070908
200,10000,0.9,0.25,100,112.529725,0.52610219,213.893283736378
200,10000,0.9,0.2,100,112.529725,0.60966223,184.577163325338
200,10000,0.9,0.15,100,112.529725,0.77625019,144.965793824798
200,10000,0.9,0.1,100,112.529725,1.07997942,104.196175330822
200,10000,0.9,0.05,100,112.529725,4.83767598,23.2611124567297
200,10000,0.95,0.5,0,113.975743,0.14930269,763.387069583274
200,10000,0.95,0.45,0,113.975743,0.19051207,598.259958017358
200,10000,0.95,0.4,0,113.975743,0.25895071,440.144547199736
200,10000,0.95,0.35,0,113.975743,0.19224893,592.85501875095
200,10000,0.95,0.3,5,113.975743,0.28620266,398.234394467193
200,10000,0.95,0.25,65,113.975743,0.50089305,227.545067754484
200,10000,0.95,0.2,100,113.975743,0.62187156,183.278590517952
200,10000,0.95,0.15,100,113.975743,0.77401001,147.253577508642
200,10000,0.95,0.1,100,113.975743,1.14291983,99.7233051770569
200,10000,0.95,0.05,100,113.975743,5.06543059,22.500701761664
