file_name,time,answer
1000_10000_ls.csv,44.649439,1
1000_10000_nls.csv,53.253298,0
1000_1000_ls.csv,2.938481,1
1000_1000_nls.csv,2.063301,1
1000_11000_ls.csv,46.457972,1
1000_11000_nls.csv,75.562420,0
1000_12000_ls.csv,68.551654,1
1000_12000_nls.csv,92.403484,0
1000_13000_ls.csv,91.217902,1
1000_13000_nls.csv,115.810083,0
1000_14000_ls.csv,120.447054,1
1000_14000_nls.csv,135.946648,0
1000_15000_ls.csv,135.208618,1
1000_15000_nls.csv,144.286101,0
