filename,sep_degree,epsilon,sample_size,correct_guesses
1500_0.248000_2477.csv,0.248,0.31,20,92
1500_0.248000_2477.csv,0.248,0.36,18,92
1500_0.248000_2477.csv,0.248,0.41,16,75
1500_0.248000_2477.csv,0.248,0.46,14,61
1500_0.315333_9005.csv,0.315333,0.01,600,100
1500_0.315333_9005.csv,0.315333,0.06,100,100
1500_0.315333_9005.csv,0.315333,0.11,56,100
1500_0.315333_9005.csv,0.315333,0.16,38,100
1500_0.315333_9005.csv,0.315333,0.21,30,100
1500_0.315333_9005.csv,0.315333,0.26,24,100
1500_0.315333_9005.csv,0.315333,0.31,20,98
1500_0.315333_9005.csv,0.315333,0.36,18,95
1500_0.315333_9005.csv,0.315333,0.41,16,95
1500_0.315333_9005.csv,0.315333,0.46,14,89
1500_0.327333_2623.csv,0.327333,0.01,600,100
1500_0.327333_2623.csv,0.327333,0.06,100,100
1500_0.327333_2623.csv,0.327333,0.11,56,100
1500_0.327333_2623.csv,0.327333,0.16,38,100
1500_0.327333_2623.csv,0.327333,0.21,30,100
1500_0.327333_2623.csv,0.327333,0.26,24,100
1500_0.327333_2623.csv,0.327333,0.31,20,100
1500_0.327333_2623.csv,0.327333,0.36,18,94
1500_0.327333_2623.csv,0.327333,0.41,16,92
1500_0.327333_2623.csv,0.327333,0.46,14,93
1500_0.340000_2435.csv,0.34,0.01,600,100
1500_0.340000_2435.csv,0.34,0.06,100,100
1500_0.340000_2435.csv,0.34,0.11,56,100
1500_0.340000_2435.csv,0.34,0.16,38,100
1500_0.340000_2435.csv,0.34,0.21,30,100
1500_0.340000_2435.csv,0.34,0.26,24,100
1500_0.340000_2435.csv,0.34,0.31,20,97
1500_0.340000_2435.csv,0.34,0.36,18,99
1500_0.340000_2435.csv,0.34,0.41,16,92
1500_0.340000_2435.csv,0.34,0.46,14,90
1500_0.357333_1503.csv,0.357333,0.01,600,100
1500_0.357333_1503.csv,0.357333,0.06,100,100
1500_0.357333_1503.csv,0.357333,0.11,56,100
1500_0.357333_1503.csv,0.357333,0.16,38,100
1500_0.357333_1503.csv,0.357333,0.21,30,100
1500_0.357333_1503.csv,0.357333,0.26,24,100
1500_0.357333_1503.csv,0.357333,0.31,20,99
1500_0.357333_1503.csv,0.357333,0.36,18,98
1500_0.357333_1503.csv,0.357333,0.41,16,98
1500_0.357333_1503.csv,0.357333,0.46,14,96
1500_0.366667_9432.csv,0.366667,0.01,600,100
1500_0.366667_9432.csv,0.366667,0.06,100,100
1500_0.366667_9432.csv,0.366667,0.11,56,100
1500_0.366667_9432.csv,0.366667,0.16,38,100
1500_0.366667_9432.csv,0.366667,0.21,30,100
1500_0.366667_9432.csv,0.366667,0.26,24,100
1500_0.366667_9432.csv,0.366667,0.31,20,98
1500_0.366667_9432.csv,0.366667,0.36,18,99
1500_0.366667_9432.csv,0.366667,0.41,16,96
1500_0.366667_9432.csv,0.366667,0.46,14,88
1500_0.370000_4397.csv,0.37,0.01,600,100
1500_0.370000_4397.csv,0.37,0.06,100,100
1500_0.370000_4397.csv,0.37,0.11,56,100
1500_0.370000_4397.csv,0.37,0.16,38,100
1500_0.370000_4397.csv,0.37,0.21,30,100
1500_0.370000_4397.csv,0.37,0.26,24,100
1500_0.370000_4397.csv,0.37,0.31,20,97
1500_0.370000_4397.csv,0.37,0.36,18,97
1500_0.370000_4397.csv,0.37,0.41,16,99
1500_0.370000_4397.csv,0.37,0.46,14,94
1500_0.393333_1277.csv,0.393333,0.01,600,100
1500_0.393333_1277.csv,0.393333,0.06,100,100
1500_0.393333_1277.csv,0.393333,0.11,56,100
1500_0.393333_1277.csv,0.393333,0.16,38,100
1500_0.393333_1277.csv,0.393333,0.21,30,100
1500_0.393333_1277.csv,0.393333,0.26,24,100
1500_0.393333_1277.csv,0.393333,0.31,20,100
1500_0.393333_1277.csv,0.393333,0.36,18,99
1500_0.393333_1277.csv,0.393333,0.41,16,99
1500_0.393333_1277.csv,0.393333,0.46,14,93
1500_0.418667_5274.csv,0.418667,0.01,600,100
1500_0.418667_5274.csv,0.418667,0.06,100,100
1500_0.418667_5274.csv,0.418667,0.11,56,100
1500_0.418667_5274.csv,0.418667,0.16,38,100
1500_0.418667_5274.csv,0.418667,0.21,30,100
1500_0.418667_5274.csv,0.418667,0.26,24,100
1500_0.418667_5274.csv,0.418667,0.31,20,100
1500_0.418667_5274.csv,0.418667,0.36,18,98
1500_0.418667_5274.csv,0.418667,0.41,16,98
1500_0.418667_5274.csv,0.418667,0.46,14,94
1500_0.420667_4454.csv,0.420667,0.01,600,100
1500_0.420667_4454.csv,0.420667,0.06,100,100
1500_0.420667_4454.csv,0.420667,0.11,56,100
1500_0.420667_4454.csv,0.420667,0.16,38,100
1500_0.420667_4454.csv,0.420667,0.21,30,100
1500_0.420667_4454.csv,0.420667,0.26,24,100
1500_0.420667_4454.csv,0.420667,0.31,20,100
1500_0.420667_4454.csv,0.420667,0.36,18,100
1500_0.420667_4454.csv,0.420667,0.41,16,94
1500_0.420667_4454.csv,0.420667,0.46,14,99
1500_0.429333_7062.csv,0.429333,0.01,600,100
1500_0.429333_7062.csv,0.429333,0.06,100,100
1500_0.429333_7062.csv,0.429333,0.11,56,100
1500_0.429333_7062.csv,0.429333,0.16,38,100
1500_0.429333_7062.csv,0.429333,0.21,30,100
1500_0.429333_7062.csv,0.429333,0.26,24,100
1500_0.429333_7062.csv,0.429333,0.31,20,99
1500_0.429333_7062.csv,0.429333,0.36,18,100
1500_0.429333_7062.csv,0.429333,0.41,16,98
1500_0.429333_7062.csv,0.429333,0.46,14,96
1500_0.444000_9914.csv,0.444,0.01,600,100
1500_0.444000_9914.csv,0.444,0.06,100,100
1500_0.444000_9914.csv,0.444,0.11,56,100
1500_0.444000_9914.csv,0.444,0.16,38,100
1500_0.444000_9914.csv,0.444,0.21,30,100
1500_0.444000_9914.csv,0.444,0.26,24,100
1500_0.444000_9914.csv,0.444,0.31,20,100
1500_0.444000_9914.csv,0.444,0.36,18,99
1500_0.444000_9914.csv,0.444,0.41,16,96
1500_0.444000_9914.csv,0.444,0.46,14,93
1500_0.452000_7835.csv,0.452,0.01,600,100
1500_0.452000_7835.csv,0.452,0.06,100,100
1500_0.452000_7835.csv,0.452,0.11,56,100
1500_0.452000_7835.csv,0.452,0.16,38,100
1500_0.452000_7835.csv,0.452,0.21,30,100
1500_0.452000_7835.csv,0.452,0.26,24,100
1500_0.452000_7835.csv,0.452,0.31,20,100
1500_0.452000_7835.csv,0.452,0.36,18,100
1500_0.452000_7835.csv,0.452,0.41,16,100
1500_0.452000_7835.csv,0.452,0.46,14,94
1500_0.453333_7599.csv,0.453333,0.01,600,100
1500_0.453333_7599.csv,0.453333,0.06,100,100
1500_0.453333_7599.csv,0.453333,0.11,56,100
1500_0.453333_7599.csv,0.453333,0.16,38,100
1500_0.453333_7599.csv,0.453333,0.21,30,100
1500_0.453333_7599.csv,0.453333,0.26,24,100
1500_0.453333_7599.csv,0.453333,0.31,20,100
1500_0.453333_7599.csv,0.453333,0.36,18,100
1500_0.453333_7599.csv,0.453333,0.41,16,100
1500_0.453333_7599.csv,0.453333,0.46,14,94
2000_0.000500_8178.csv,0.0005,0.01,600,0
2000_0.000500_8178.csv,0.0005,0.06,100,0
2000_0.000500_8178.csv,0.0005,0.11,56,0
2000_0.000500_8178.csv,0.0005,0.16,38,0
2000_0.000500_8178.csv,0.0005,0.21,30,0
2000_0.000500_8178.csv,0.0005,0.26,24,0
2000_0.000500_8178.csv,0.0005,0.31,20,0
2000_0.000500_8178.csv,0.0005,0.36,18,0
2000_0.000500_8178.csv,0.0005,0.41,16,0
2000_0.000500_8178.csv,0.0005,0.46,14,0
2000_0.001500_1804.csv,0.0015,0.01,600,24
2000_0.001500_1804.csv,0.0015,0.06,100,0
2000_0.001500_1804.csv,0.0015,0.11,56,0
2000_0.001500_1804.csv,0.0015,0.16,38,0
2000_0.001500_1804.csv,0.0015,0.21,30,0
2000_0.001500_1804.csv,0.0015,0.26,24,0
2000_0.001500_1804.csv,0.0015,0.31,20,0
2000_0.001500_1804.csv,0.0015,0.36,18,0
2000_0.001500_1804.csv,0.0015,0.41,16,0
2000_0.001500_1804.csv,0.0015,0.46,14,0
2000_0.011000_9041.csv,0.011,0.01,600,100
2000_0.011000_9041.csv,0.011,0.06,100,22
2000_0.011000_9041.csv,0.011,0.11,56,4
2000_0.011000_9041.csv,0.011,0.16,38,0
2000_0.011000_9041.csv,0.011,0.21,30,1
2000_0.011000_9041.csv,0.011,0.26,24,1
2000_0.011000_9041.csv,0.011,0.31,20,1
2000_0.011000_9041.csv,0.011,0.36,18,0
2000_0.011000_9041.csv,0.011,0.41,16,0
2000_0.011000_9041.csv,0.011,0.46,14,0
2000_0.072000_9140.csv,0.072,0.01,600,100
2000_0.072000_9140.csv,0.072,0.06,100,100
2000_0.072000_9140.csv,0.072,0.11,56,88
2000_0.072000_9140.csv,0.072,0.16,38,54
2000_0.072000_9140.csv,0.072,0.21,30,61
2000_0.072000_9140.csv,0.072,0.26,24,36
2000_0.072000_9140.csv,0.072,0.31,20,27
2000_0.072000_9140.csv,0.072,0.36,18,22
2000_0.072000_9140.csv,0.072,0.41,16,19
2000_0.072000_9140.csv,0.072,0.46,14,11
2000_0.148500_5519.csv,0.1485,0.01,600,100
2000_0.148500_5519.csv,0.1485,0.06,100,100
2000_0.148500_5519.csv,0.1485,0.11,56,100
2000_0.148500_5519.csv,0.1485,0.16,38,98
2000_0.148500_5519.csv,0.1485,0.21,30,90
2000_0.148500_5519.csv,0.1485,0.26,24,88
2000_0.148500_5519.csv,0.1485,0.31,20,64
2000_0.148500_5519.csv,0.1485,0.36,18,68
2000_0.148500_5519.csv,0.1485,0.41,16,52
2000_0.148500_5519.csv,0.1485,0.46,14,49
2000_0.193500_3464.csv,0.1935,0.01,600,100
2000_0.193500_3464.csv,0.1935,0.06,100,100
2000_0.193500_3464.csv,0.1935,0.11,56,100
2000_0.193500_3464.csv,0.1935,0.16,38,100
2000_0.193500_3464.csv,0.1935,0.21,30,97
2000_0.193500_3464.csv,0.1935,0.26,24,89
2000_0.193500_3464.csv,0.1935,0.31,20,80
2000_0.193500_3464.csv,0.1935,0.36,18,80
2000_0.193500_3464.csv,0.1935,0.41,16,67
2000_0.193500_3464.csv,0.1935,0.46,14,54
2000_0.241000_8798.csv,0.241,0.01,600,100
2000_0.241000_8798.csv,0.241,0.06,100,100
2000_0.241000_8798.csv,0.241,0.11,56,100
2000_0.241000_8798.csv,0.241,0.16,38,100
2000_0.241000_8798.csv,0.241,0.21,30,100
2000_0.241000_8798.csv,0.241,0.26,24,99
2000_0.241000_8798.csv,0.241,0.31,20,96
2000_0.241000_8798.csv,0.241,0.36,18,79
2000_0.241000_8798.csv,0.241,0.41,16,82
2000_0.241000_8798.csv,0.241,0.46,14,76
2000_0.244500_7792.csv,0.2445,0.01,600,100
2000_0.244500_7792.csv,0.2445,0.06,100,100
2000_0.244500_7792.csv,0.2445,0.11,56,100
2000_0.244500_7792.csv,0.2445,0.16,38,100
2000_0.244500_7792.csv,0.2445,0.21,30,100
2000_0.244500_7792.csv,0.2445,0.26,24,98
2000_0.244500_7792.csv,0.2445,0.31,20,98
2000_0.244500_7792.csv,0.2445,0.36,18,91
2000_0.244500_7792.csv,0.2445,0.41,16,84
2000_0.244500_7792.csv,0.2445,0.46,14,74
2000_0.258000_5893.csv,0.258,0.01,600,100
2000_0.258000_5893.csv,0.258,0.06,100,100
2000_0.258000_5893.csv,0.258,0.11,56,100
2000_0.258000_5893.csv,0.258,0.16,38,100
2000_0.258000_5893.csv,0.258,0.21,30,99
2000_0.258000_5893.csv,0.258,0.26,24,98
2000_0.258000_5893.csv,0.258,0.31,20,95
2000_0.258000_5893.csv,0.258,0.36,18,93
2000_0.258000_5893.csv,0.258,0.41,16,84
2000_0.258000_5893.csv,0.258,0.46,14,72
2000_0.278500_6910.csv,0.2785,0.01,600,100
2000_0.278500_6910.csv,0.2785,0.06,100,100
2000_0.278500_6910.csv,0.2785,0.11,56,100
2000_0.278500_6910.csv,0.2785,0.16,38,100
2000_0.278500_6910.csv,0.2785,0.21,30,100
2000_0.278500_6910.csv,0.2785,0.26,24,100
2000_0.278500_6910.csv,0.2785,0.31,20,97
2000_0.278500_6910.csv,0.2785,0.36,18,90
2000_0.278500_6910.csv,0.2785,0.41,16,93
2000_0.278500_6910.csv,0.2785,0.46,14,77
2000_0.298500_6067.csv,0.2985,0.01,600,100
2000_0.298500_6067.csv,0.2985,0.06,100,100
2000_0.298500_6067.csv,0.2985,0.11,56,100
2000_0.298500_6067.csv,0.2985,0.16,38,100
2000_0.298500_6067.csv,0.2985,0.21,30,99
2000_0.298500_6067.csv,0.2985,0.26,24,97
2000_0.298500_6067.csv,0.2985,0.31,20,98
2000_0.298500_6067.csv,0.2985,0.36,18,97
2000_0.298500_6067.csv,0.2985,0.41,16,92
2000_0.298500_6067.csv,0.2985,0.46,14,80
2000_0.351000_3974.csv,0.351,0.01,600,100
2000_0.351000_3974.csv,0.351,0.06,100,100
2000_0.351000_3974.csv,0.351,0.11,56,100
2000_0.351000_3974.csv,0.351,0.16,38,100
2000_0.351000_3974.csv,0.351,0.21,30,100
2000_0.351000_3974.csv,0.351,0.26,24,100
2000_0.351000_3974.csv,0.351,0.31,20,99
2000_0.351000_3974.csv,0.351,0.36,18,99
2000_0.351000_3974.csv,0.351,0.41,16,98
2000_0.351000_3974.csv,0.351,0.46,14,92
2000_0.365000_1821.csv,0.365,0.01,600,100
2000_0.365000_1821.csv,0.365,0.06,100,100
2000_0.365000_1821.csv,0.365,0.11,56,100
2000_0.365000_1821.csv,0.365,0.16,38,100
2000_0.365000_1821.csv,0.365,0.21,30,100
2000_0.365000_1821.csv,0.365,0.26,24,100
2000_0.365000_1821.csv,0.365,0.31,20,99
2000_0.365000_1821.csv,0.365,0.36,18,100
2000_0.365000_1821.csv,0.365,0.41,16,98
2000_0.365000_1821.csv,0.365,0.46,14,91
2000_0.372000_3933.csv,0.372,0.01,600,100
2000_0.372000_3933.csv,0.372,0.06,100,100
2000_0.372000_3933.csv,0.372,0.11,56,100
2000_0.372000_3933.csv,0.372,0.16,38,100
2000_0.372000_3933.csv,0.372,0.21,30,100
2000_0.372000_3933.csv,0.372,0.26,24,100
2000_0.372000_3933.csv,0.372,0.31,20,100
2000_0.372000_3933.csv,0.372,0.36,18,100
2000_0.372000_3933.csv,0.372,0.41,16,98
2000_0.372000_3933.csv,0.372,0.46,14,90
2000_0.438000_7366.csv,0.438,0.01,600,100
2000_0.438000_7366.csv,0.438,0.06,100,100
2000_0.438000_7366.csv,0.438,0.11,56,100
2000_0.438000_7366.csv,0.438,0.16,38,100
2000_0.438000_7366.csv,0.438,0.21,30,100
2000_0.438000_7366.csv,0.438,0.26,24,100
2000_0.438000_7366.csv,0.438,0.31,20,100
2000_0.438000_7366.csv,0.438,0.36,18,99
2000_0.438000_7366.csv,0.438,0.41,16,97
2000_0.438000_7366.csv,0.438,0.46,14,97
2000_0.464500_2674.csv,0.4645,0.01,600,100
2000_0.464500_2674.csv,0.4645,0.06,100,100
2000_0.464500_2674.csv,0.4645,0.11,56,100
2000_0.464500_2674.csv,0.4645,0.16,38,100
2000_0.464500_2674.csv,0.4645,0.21,30,100
2000_0.464500_2674.csv,0.4645,0.26,24,100
2000_0.464500_2674.csv,0.4645,0.31,20,100
2000_0.464500_2674.csv,0.4645,0.36,18,100
2000_0.464500_2674.csv,0.4645,0.41,16,95
2000_0.464500_2674.csv,0.4645,0.46,14,97
2500_0.001600_9520.csv,0.0016,0.01,600,0
2500_0.001600_9520.csv,0.0016,0.06,100,0
2500_0.001600_9520.csv,0.0016,0.11,56,0
2500_0.001600_9520.csv,0.0016,0.16,38,0
2500_0.001600_9520.csv,0.0016,0.21,30,0
2500_0.001600_9520.csv,0.0016,0.26,24,0
2500_0.001600_9520.csv,0.0016,0.31,20,0
2500_0.001600_9520.csv,0.0016,0.36,18,0
2500_0.001600_9520.csv,0.0016,0.41,16,0
2500_0.001600_9520.csv,0.0016,0.46,14,0
2500_0.002000_2438.csv,0.002,0.01,600,13
2500_0.002000_2438.csv,0.002,0.06,100,0
2500_0.002000_2438.csv,0.002,0.11,56,0
2500_0.002000_2438.csv,0.002,0.16,38,0
2500_0.002000_2438.csv,0.002,0.21,30,0
2500_0.002000_2438.csv,0.002,0.26,24,0
2500_0.002000_2438.csv,0.002,0.31,20,0
2500_0.002000_2438.csv,0.002,0.36,18,0
2500_0.002000_2438.csv,0.002,0.41,16,0
2500_0.002000_2438.csv,0.002,0.46,14,0
2500_0.026000_9559.csv,0.026,0.01,600,100
2500_0.026000_9559.csv,0.026,0.06,100,66
2500_0.026000_9559.csv,0.026,0.11,56,26
2500_0.026000_9559.csv,0.026,0.16,38,11
2500_0.026000_9559.csv,0.026,0.21,30,6
2500_0.026000_9559.csv,0.026,0.26,24,1
2500_0.026000_9559.csv,0.026,0.31,20,2
2500_0.026000_9559.csv,0.026,0.36,18,5
2500_0.026000_9559.csv,0.026,0.41,16,1
2500_0.026000_9559.csv,0.026,0.46,14,2
2500_0.083200_7896.csv,0.0832,0.01,600,100
2500_0.083200_7896.csv,0.0832,0.06,100,100
2500_0.083200_7896.csv,0.0832,0.11,56,91
2500_0.083200_7896.csv,0.0832,0.16,38,76
2500_0.083200_7896.csv,0.0832,0.21,30,62
2500_0.083200_7896.csv,0.0832,0.26,24,50
2500_0.083200_7896.csv,0.0832,0.31,20,41
2500_0.083200_7896.csv,0.0832,0.36,18,36
2500_0.083200_7896.csv,0.0832,0.41,16,24
2500_0.083200_7896.csv,0.0832,0.46,14,24
2500_0.101600_8875.csv,0.1016,0.01,600,100
2500_0.101600_8875.csv,0.1016,0.06,100,100
2500_0.101600_8875.csv,0.1016,0.11,56,97
2500_0.101600_8875.csv,0.1016,0.16,38,88
2500_0.101600_8875.csv,0.1016,0.21,30,72
2500_0.101600_8875.csv,0.1016,0.26,24,50
2500_0.101600_8875.csv,0.1016,0.31,20,47
2500_0.101600_8875.csv,0.1016,0.36,18,38
2500_0.101600_8875.csv,0.1016,0.41,16,28
2500_0.101600_8875.csv,0.1016,0.46,14,24
2500_0.114800_7613.csv,0.1148,0.01,600,100
2500_0.114800_7613.csv,0.1148,0.06,100,100
2500_0.114800_7613.csv,0.1148,0.11,56,97
2500_0.114800_7613.csv,0.1148,0.16,38,94
2500_0.114800_7613.csv,0.1148,0.21,30,81
2500_0.114800_7613.csv,0.1148,0.26,24,75
2500_0.114800_7613.csv,0.1148,0.31,20,55
2500_0.114800_7613.csv,0.1148,0.36,18,48
2500_0.114800_7613.csv,0.1148,0.41,16,36
2500_0.114800_7613.csv,0.1148,0.46,14,42
2500_0.194800_5742.csv,0.1948,0.01,600,100
2500_0.194800_5742.csv,0.1948,0.06,100,100
2500_0.194800_5742.csv,0.1948,0.11,56,100
2500_0.194800_5742.csv,0.1948,0.16,38,99
2500_0.194800_5742.csv,0.1948,0.21,30,99
2500_0.194800_5742.csv,0.1948,0.26,24,95
2500_0.194800_5742.csv,0.1948,0.31,20,84
2500_0.194800_5742.csv,0.1948,0.36,18,75
2500_0.194800_5742.csv,0.1948,0.41,16,72
2500_0.194800_5742.csv,0.1948,0.46,14,66
2500_0.227600_3657.csv,0.2276,0.01,600,100
2500_0.227600_3657.csv,0.2276,0.06,100,100
2500_0.227600_3657.csv,0.2276,0.11,56,100
2500_0.227600_3657.csv,0.2276,0.16,38,100
2500_0.227600_3657.csv,0.2276,0.21,30,100
2500_0.227600_3657.csv,0.2276,0.26,24,96
2500_0.227600_3657.csv,0.2276,0.31,20,88
2500_0.227600_3657.csv,0.2276,0.36,18,85
2500_0.227600_3657.csv,0.2276,0.41,16,80
2500_0.227600_3657.csv,0.2276,0.46,14,69
2500_0.245600_4749.csv,0.2456,0.01,600,100
2500_0.245600_4749.csv,0.2456,0.06,100,100
2500_0.245600_4749.csv,0.2456,0.11,56,100
2500_0.245600_4749.csv,0.2456,0.16,38,99
2500_0.245600_4749.csv,0.2456,0.21,30,100
2500_0.245600_4749.csv,0.2456,0.26,24,99
2500_0.245600_4749.csv,0.2456,0.31,20,94
2500_0.245600_4749.csv,0.2456,0.36,18,92
2500_0.245600_4749.csv,0.2456,0.41,16,74
2500_0.245600_4749.csv,0.2456,0.46,14,72
2500_0.283200_3830.csv,0.2832,0.01,600,100
2500_0.283200_3830.csv,0.2832,0.06,100,100
2500_0.283200_3830.csv,0.2832,0.11,56,100
2500_0.283200_3830.csv,0.2832,0.16,38,100
2500_0.283200_3830.csv,0.2832,0.21,30,99
2500_0.283200_3830.csv,0.2832,0.26,24,99
2500_0.283200_3830.csv,0.2832,0.31,20,96
2500_0.283200_3830.csv,0.2832,0.36,18,93
2500_0.283200_3830.csv,0.2832,0.41,16,91
2500_0.283200_3830.csv,0.2832,0.46,14,88
2500_0.288800_3138.csv,0.2888,0.01,600,100
2500_0.288800_3138.csv,0.2888,0.06,100,100
2500_0.288800_3138.csv,0.2888,0.11,56,100
2500_0.288800_3138.csv,0.2888,0.16,38,100
2500_0.288800_3138.csv,0.2888,0.21,30,100
2500_0.288800_3138.csv,0.2888,0.26,24,99
2500_0.288800_3138.csv,0.2888,0.31,20,99
2500_0.288800_3138.csv,0.2888,0.36,18,93
2500_0.288800_3138.csv,0.2888,0.41,16,88
2500_0.288800_3138.csv,0.2888,0.46,14,85
2500_0.330400_3437.csv,0.3304,0.01,600,100
2500_0.330400_3437.csv,0.3304,0.06,100,100
2500_0.330400_3437.csv,0.3304,0.11,56,100
2500_0.330400_3437.csv,0.3304,0.16,38,100
2500_0.330400_3437.csv,0.3304,0.21,30,99
2500_0.330400_3437.csv,0.3304,0.26,24,100
2500_0.330400_3437.csv,0.3304,0.31,20,99
2500_0.330400_3437.csv,0.3304,0.36,18,96
2500_0.330400_3437.csv,0.3304,0.41,16,90
2500_0.330400_3437.csv,0.3304,0.46,14,83
2500_0.380400_9516.csv,0.3804,0.01,600,100
2500_0.380400_9516.csv,0.3804,0.06,100,100
2500_0.380400_9516.csv,0.3804,0.11,56,100
2500_0.380400_9516.csv,0.3804,0.16,38,100
2500_0.380400_9516.csv,0.3804,0.21,30,100
2500_0.380400_9516.csv,0.3804,0.26,24,100
2500_0.380400_9516.csv,0.3804,0.31,20,99
2500_0.380400_9516.csv,0.3804,0.36,18,99
2500_0.380400_9516.csv,0.3804,0.41,16,96
2500_0.380400_9516.csv,0.3804,0.46,14,89
2500_0.436000_8862.csv,0.436,0.01,600,100
2500_0.436000_8862.csv,0.436,0.06,100,100
2500_0.436000_8862.csv,0.436,0.11,56,100
2500_0.436000_8862.csv,0.436,0.16,38,100
2500_0.436000_8862.csv,0.436,0.21,30,100
2500_0.436000_8862.csv,0.436,0.26,24,100
2500_0.436000_8862.csv,0.436,0.31,20,100
2500_0.436000_8862.csv,0.436,0.36,18,100
2500_0.436000_8862.csv,0.436,0.41,16,99
2500_0.436000_8862.csv,0.436,0.46,14,95
2500_0.460000_9376.csv,0.46,0.01,600,100
2500_0.460000_9376.csv,0.46,0.06,100,100
2500_0.460000_9376.csv,0.46,0.11,56,100
2500_0.460000_9376.csv,0.46,0.16,38,100
2500_0.460000_9376.csv,0.46,0.21,30,100
2500_0.460000_9376.csv,0.46,0.26,24,100
2500_0.460000_9376.csv,0.46,0.31,20,100
2500_0.460000_9376.csv,0.46,0.36,18,99
2500_0.460000_9376.csv,0.46,0.41,16,98
2500_0.460000_9376.csv,0.46,0.46,14,99
3000_0.000000_3696.csv,0,0.01,600,100
3000_0.000000_3696.csv,0,0.06,100,100
3000_0.000000_3696.csv,0,0.11,56,100
3000_0.000000_3696.csv,0,0.16,38,100
3000_0.000000_3696.csv,0,0.21,30,100
3000_0.000000_3696.csv,0,0.26,24,100
3000_0.000000_3696.csv,0,0.31,20,100
3000_0.000000_3696.csv,0,0.36,18,100
3000_0.000000_3696.csv,0,0.41,16,100
3000_0.000000_3696.csv,0,0.46,14,100
3000_0.000667_9362.csv,0.000667,0.01,600,4
3000_0.000667_9362.csv,0.000667,0.06,100,0
3000_0.000667_9362.csv,0.000667,0.11,56,0
3000_0.000667_9362.csv,0.000667,0.16,38,0
3000_0.000667_9362.csv,0.000667,0.21,30,0
3000_0.000667_9362.csv,0.000667,0.26,24,0
3000_0.000667_9362.csv,0.000667,0.31,20,0
3000_0.000667_9362.csv,0.000667,0.36,18,0
3000_0.000667_9362.csv,0.000667,0.41,16,0
3000_0.000667_9362.csv,0.000667,0.46,14,0
3000_0.001333_2386.csv,0.001333,0.01,600,1
3000_0.001333_2386.csv,0.001333,0.06,100,0
3000_0.001333_2386.csv,0.001333,0.11,56,0
3000_0.001333_2386.csv,0.001333,0.16,38,0
3000_0.001333_2386.csv,0.001333,0.21,30,0
3000_0.001333_2386.csv,0.001333,0.26,24,0
3000_0.001333_2386.csv,0.001333,0.31,20,0
3000_0.001333_2386.csv,0.001333,0.36,18,0
3000_0.001333_2386.csv,0.001333,0.41,16,0
3000_0.001333_2386.csv,0.001333,0.46,14,0
3000_0.079333_1912.csv,0.079333,0.01,600,100
3000_0.079333_1912.csv,0.079333,0.06,100,100
3000_0.079333_1912.csv,0.079333,0.11,56,91
3000_0.079333_1912.csv,0.079333,0.16,38,84
3000_0.079333_1912.csv,0.079333,0.21,30,70
3000_0.079333_1912.csv,0.079333,0.26,24,40
3000_0.079333_1912.csv,0.079333,0.31,20,44
3000_0.079333_1912.csv,0.079333,0.36,18,30
3000_0.079333_1912.csv,0.079333,0.41,16,20
3000_0.079333_1912.csv,0.079333,0.46,14,16
3000_0.086667_6909.csv,0.086667,0.01,600,100
3000_0.086667_6909.csv,0.086667,0.06,100,100
3000_0.086667_6909.csv,0.086667,0.11,56,90
3000_0.086667_6909.csv,0.086667,0.16,38,68
3000_0.086667_6909.csv,0.086667,0.21,30,50
3000_0.086667_6909.csv,0.086667,0.26,24,46
3000_0.086667_6909.csv,0.086667,0.31,20,33
3000_0.086667_6909.csv,0.086667,0.36,18,15
3000_0.086667_6909.csv,0.086667,0.41,16,21
3000_0.086667_6909.csv,0.086667,0.46,14,14
3000_0.119000_9408.csv,0.119,0.01,600,100
3000_0.119000_9408.csv,0.119,0.06,100,100
3000_0.119000_9408.csv,0.119,0.11,56,99
3000_0.119000_9408.csv,0.119,0.16,38,92
3000_0.119000_9408.csv,0.119,0.21,30,78
3000_0.119000_9408.csv,0.119,0.26,24,72
3000_0.119000_9408.csv,0.119,0.31,20,72
3000_0.119000_9408.csv,0.119,0.36,18,52
3000_0.119000_9408.csv,0.119,0.41,16,42
3000_0.119000_9408.csv,0.119,0.46,14,43
3000_0.208000_8680.csv,0.208,0.01,600,100
3000_0.208000_8680.csv,0.208,0.06,100,100
3000_0.208000_8680.csv,0.208,0.11,56,100
3000_0.208000_8680.csv,0.208,0.16,38,99
3000_0.208000_8680.csv,0.208,0.21,30,98
3000_0.208000_8680.csv,0.208,0.26,24,93
3000_0.208000_8680.csv,0.208,0.31,20,86
3000_0.208000_8680.csv,0.208,0.36,18,84
3000_0.208000_8680.csv,0.208,0.41,16,64
3000_0.208000_8680.csv,0.208,0.46,14,58
3000_0.258333_4887.csv,0.258333,0.01,600,100
3000_0.258333_4887.csv,0.258333,0.06,100,100
3000_0.258333_4887.csv,0.258333,0.11,56,100
3000_0.258333_4887.csv,0.258333,0.16,38,100
3000_0.258333_4887.csv,0.258333,0.21,30,100
3000_0.258333_4887.csv,0.258333,0.26,24,97
3000_0.258333_4887.csv,0.258333,0.31,20,98
3000_0.258333_4887.csv,0.258333,0.36,18,89
3000_0.258333_4887.csv,0.258333,0.41,16,84
3000_0.258333_4887.csv,0.258333,0.46,14,82
3000_0.312333_3377.csv,0.312333,0.01,600,100
