filename,sep_degree,epsilon,sample_size,correct_guesses
1000_0.001000_6513.csv,0.001,0.06,100,0
1000_0.001000_6513.csv,0.001,0.11,56,0
1000_0.001000_6513.csv,0.001,0.16,38,0
1000_0.001000_6513.csv,0.001,0.21,30,0
1000_0.001000_6513.csv,0.001,0.26,24,0
1000_0.001000_6513.csv,0.001,0.31,20,0
1000_0.001000_6513.csv,0.001,0.36,18,0
1000_0.001000_6513.csv,0.001,0.41,16,0
1000_0.001000_6513.csv,0.001,0.46,14,0
1000_0.001000_9237.csv,0.001,0.01,600,0
1000_0.001000_9237.csv,0.001,0.06,100,0
1000_0.001000_9237.csv,0.001,0.11,56,0
1000_0.001000_9237.csv,0.001,0.16,38,0
1000_0.001000_9237.csv,0.001,0.21,30,0
1000_0.001000_9237.csv,0.001,0.26,24,0
1000_0.001000_9237.csv,0.001,0.31,20,0
1000_0.001000_9237.csv,0.001,0.36,18,0
1000_0.001000_9237.csv,0.001,0.41,16,0
1000_0.001000_9237.csv,0.001,0.46,14,0
1000_0.003000_3234.csv,0.003,0.01,600,0
1000_0.003000_3234.csv,0.003,0.06,100,0
1000_0.003000_3234.csv,0.003,0.11,56,0
1000_0.003000_3234.csv,0.003,0.16,38,0
1000_0.003000_3234.csv,0.003,0.21,30,0
1000_0.003000_3234.csv,0.003,0.26,24,0
1000_0.003000_3234.csv,0.003,0.31,20,0
1000_0.003000_3234.csv,0.003,0.36,18,0
1000_0.003000_3234.csv,0.003,0.41,16,0
1000_0.003000_3234.csv,0.003,0.46,14,0
1000_0.006000_9734.csv,0.006,0.01,600,99
1000_0.006000_9734.csv,0.006,0.06,100,6
1000_0.006000_9734.csv,0.006,0.11,56,1
1000_0.006000_9734.csv,0.006,0.16,38,1
1000_0.006000_9734.csv,0.006,0.21,30,0
1000_0.006000_9734.csv,0.006,0.26,24,0
1000_0.006000_9734.csv,0.006,0.31,20,0
1000_0.006000_9734.csv,0.006,0.36,18,0
1000_0.006000_9734.csv,0.006,0.41,16,0
1000_0.006000_9734.csv,0.006,0.46,14,0
1000_0.007000_4431.csv,0.007,0.01,600,100
1000_0.007000_4431.csv,0.007,0.06,100,17
1000_0.007000_4431.csv,0.007,0.11,56,4
1000_0.007000_4431.csv,0.007,0.16,38,2
1000_0.007000_4431.csv,0.007,0.21,30,2
1000_0.007000_4431.csv,0.007,0.26,24,0
1000_0.007000_4431.csv,0.007,0.31,20,1
1000_0.007000_4431.csv,0.007,0.36,18,0
1000_0.007000_4431.csv,0.007,0.41,16,1
1000_0.007000_4431.csv,0.007,0.46,14,0
1000_0.013000_6177.csv,0.013,0.01,600,100
1000_0.013000_6177.csv,0.013,0.06,100,42
1000_0.013000_6177.csv,0.013,0.11,56,10
1000_0.013000_6177.csv,0.013,0.16,38,4
1000_0.013000_6177.csv,0.013,0.21,30,2
1000_0.013000_6177.csv,0.013,0.26,24,1
1000_0.013000_6177.csv,0.013,0.31,20,1
1000_0.013000_6177.csv,0.013,0.36,18,2
1000_0.013000_6177.csv,0.013,0.41,16,1
1000_0.013000_6177.csv,0.013,0.46,14,0
1000_0.014000_4245.csv,0.014,0.01,600,100
1000_0.014000_4245.csv,0.014,0.06,100,16
1000_0.014000_4245.csv,0.014,0.11,56,9
1000_0.014000_4245.csv,0.014,0.16,38,6
1000_0.014000_4245.csv,0.014,0.21,30,4
1000_0.014000_4245.csv,0.014,0.26,24,0
1000_0.014000_4245.csv,0.014,0.31,20,0
1000_0.014000_4245.csv,0.014,0.36,18,1
1000_0.014000_4245.csv,0.014,0.41,16,0
1000_0.014000_4245.csv,0.014,0.46,14,0
1000_0.015000_7800.csv,0.015,0.01,600,100
1000_0.015000_7800.csv,0.015,0.06,100,38
1000_0.015000_7800.csv,0.015,0.11,56,9
1000_0.015000_7800.csv,0.015,0.16,38,6
1000_0.015000_7800.csv,0.015,0.21,30,3
1000_0.015000_7800.csv,0.015,0.26,24,1
1000_0.015000_7800.csv,0.015,0.31,20,1
1000_0.015000_7800.csv,0.015,0.36,18,1
1000_0.015000_7800.csv,0.015,0.41,16,0
1000_0.015000_7800.csv,0.015,0.46,14,0
1000_0.022000_1715.csv,0.022,0.01,600,100
1000_0.022000_1715.csv,0.022,0.06,100,53
1000_0.022000_1715.csv,0.022,0.11,56,20
1000_0.022000_1715.csv,0.022,0.16,38,4
1000_0.022000_1715.csv,0.022,0.21,30,2
1000_0.022000_1715.csv,0.022,0.26,24,1
1000_0.022000_1715.csv,0.022,0.31,20,2
1000_0.022000_1715.csv,0.022,0.36,18,2
1000_0.022000_1715.csv,0.022,0.41,16,0
1000_0.022000_1715.csv,0.022,0.46,14,0
1000_0.026000_4739.csv,0.026,0.01,600,100
1000_0.026000_4739.csv,0.026,0.06,100,87
1000_0.026000_4739.csv,0.026,0.11,56,57
1000_0.026000_4739.csv,0.026,0.16,38,36
1000_0.026000_4739.csv,0.026,0.21,30,31
1000_0.026000_4739.csv,0.026,0.26,24,14
1000_0.026000_4739.csv,0.026,0.31,20,11
1000_0.026000_4739.csv,0.026,0.36,18,10
1000_0.026000_4739.csv,0.026,0.41,16,6
1000_0.026000_4739.csv,0.026,0.46,14,10
1000_0.056000_4942.csv,0.056,0.01,600,100
1000_0.056000_4942.csv,0.056,0.06,100,97
1000_0.056000_4942.csv,0.056,0.11,56,86
1000_0.056000_4942.csv,0.056,0.16,38,64
1000_0.056000_4942.csv,0.056,0.21,30,48
1000_0.056000_4942.csv,0.056,0.26,24,32
1000_0.056000_4942.csv,0.056,0.31,20,29
1000_0.056000_4942.csv,0.056,0.36,18,25
1000_0.056000_4942.csv,0.056,0.41,16,22
1000_0.056000_4942.csv,0.056,0.46,14,7
1000_0.088000_6807.csv,0.088,0.01,600,100
1000_0.088000_6807.csv,0.088,0.06,100,100
1000_0.088000_6807.csv,0.088,0.11,56,92
1000_0.088000_6807.csv,0.088,0.16,38,79
1000_0.088000_6807.csv,0.088,0.21,30,61
1000_0.088000_6807.csv,0.088,0.26,24,53
1000_0.088000_6807.csv,0.088,0.31,20,37
1000_0.088000_6807.csv,0.088,0.36,18,34
1000_0.088000_6807.csv,0.088,0.41,16,23
1000_0.088000_6807.csv,0.088,0.46,14,17
1000_0.103000_5766.csv,0.103,0.01,600,100
1000_0.103000_5766.csv,0.103,0.06,100,100
1000_0.103000_5766.csv,0.103,0.11,56,98
1000_0.103000_5766.csv,0.103,0.16,38,97
1000_0.103000_5766.csv,0.103,0.21,30,78
1000_0.103000_5766.csv,0.103,0.26,24,59
1000_0.103000_5766.csv,0.103,0.31,20,57
1000_0.103000_5766.csv,0.103,0.36,18,54
1000_0.103000_5766.csv,0.103,0.41,16,40
1000_0.103000_5766.csv,0.103,0.46,14,34
1000_0.137000_4631.csv,0.137,0.01,600,100
1000_0.137000_4631.csv,0.137,0.06,100,100
1000_0.137000_4631.csv,0.137,0.11,56,100
1000_0.137000_4631.csv,0.137,0.16,38,96
1000_0.137000_4631.csv,0.137,0.21,30,85
1000_0.137000_4631.csv,0.137,0.26,24,82
1000_0.137000_4631.csv,0.137,0.31,20,71
1000_0.137000_4631.csv,0.137,0.36,18,71
1000_0.137000_4631.csv,0.137,0.41,16,53
1000_0.137000_4631.csv,0.137,0.46,14,42
1000_0.153000_3926.csv,0.153,0.01,600,100
1000_0.153000_3926.csv,0.153,0.06,100,100
1000_0.153000_3926.csv,0.153,0.11,56,100
1000_0.153000_3926.csv,0.153,0.16,38,98
1000_0.153000_3926.csv,0.153,0.21,30,94
1000_0.153000_3926.csv,0.153,0.26,24,80
1000_0.153000_3926.csv,0.153,0.31,20,80
1000_0.153000_3926.csv,0.153,0.36,18,65
1000_0.153000_3926.csv,0.153,0.41,16,56
1000_0.153000_3926.csv,0.153,0.46,14,44
1000_0.164000_2754.csv,0.164,0.01,600,100
1000_0.164000_2754.csv,0.164,0.06,100,100
1000_0.164000_2754.csv,0.164,0.11,56,100
1000_0.164000_2754.csv,0.164,0.16,38,99
1000_0.164000_2754.csv,0.164,0.21,30,98
1000_0.164000_2754.csv,0.164,0.26,24,89
1000_0.164000_2754.csv,0.164,0.31,20,73
1000_0.164000_2754.csv,0.164,0.36,18,67
1000_0.164000_2754.csv,0.164,0.41,16,59
1000_0.164000_2754.csv,0.164,0.46,14,50
1000_0.167000_5461.csv,0.167,0.01,600,100
1000_0.167000_5461.csv,0.167,0.06,100,100
1000_0.167000_5461.csv,0.167,0.11,56,100
1000_0.167000_5461.csv,0.167,0.16,38,99
1000_0.167000_5461.csv,0.167,0.21,30,97
1000_0.167000_5461.csv,0.167,0.26,24,86
1000_0.167000_5461.csv,0.167,0.31,20,74
1000_0.167000_5461.csv,0.167,0.36,18,71
1000_0.167000_5461.csv,0.167,0.41,16,68
1000_0.167000_5461.csv,0.167,0.46,14,50
1000_0.183000_1370.csv,0.183,0.01,600,100
1000_0.183000_1370.csv,0.183,0.06,100,100
1000_0.183000_1370.csv,0.183,0.11,56,100
1000_0.183000_1370.csv,0.183,0.16,38,100
1000_0.183000_1370.csv,0.183,0.21,30,94
1000_0.183000_1370.csv,0.183,0.26,24,91
1000_0.183000_1370.csv,0.183,0.31,20,69
1000_0.183000_1370.csv,0.183,0.36,18,72
1000_0.183000_1370.csv,0.183,0.41,16,62
1000_0.183000_1370.csv,0.183,0.46,14,62
1000_0.200000_8248.csv,0.2,0.01,600,100
1000_0.200000_8248.csv,0.2,0.06,100,100
1000_0.200000_8248.csv,0.2,0.11,56,100
1000_0.200000_8248.csv,0.2,0.16,38,99
1000_0.200000_8248.csv,0.2,0.21,30,100
1000_0.200000_8248.csv,0.2,0.26,24,97
1000_0.200000_8248.csv,0.2,0.31,20,89
1000_0.200000_8248.csv,0.2,0.36,18,86
1000_0.200000_8248.csv,0.2,0.41,16,67
1000_0.200000_8248.csv,0.2,0.46,14,66
1000_0.242000_7431.csv,0.242,0.01,600,100
1000_0.242000_7431.csv,0.242,0.06,100,100
1000_0.242000_7431.csv,0.242,0.11,56,100
1000_0.242000_7431.csv,0.242,0.16,38,100
1000_0.242000_7431.csv,0.242,0.21,30,99
1000_0.242000_7431.csv,0.242,0.26,24,99
1000_0.242000_7431.csv,0.242,0.31,20,93
1000_0.242000_7431.csv,0.242,0.36,18,90
1000_0.242000_7431.csv,0.242,0.41,16,84
1000_0.242000_7431.csv,0.242,0.46,14,76
1000_0.246000_8076.csv,0.246,0.01,600,100
1000_0.246000_8076.csv,0.246,0.06,100,100
1000_0.246000_8076.csv,0.246,0.11,56,100
1000_0.246000_8076.csv,0.246,0.16,38,100
1000_0.246000_8076.csv,0.246,0.21,30,100
1000_0.246000_8076.csv,0.246,0.26,24,99
1000_0.246000_8076.csv,0.246,0.31,20,94
1000_0.246000_8076.csv,0.246,0.36,18,90
1000_0.246000_8076.csv,0.246,0.41,16,87
1000_0.246000_8076.csv,0.246,0.46,14,81
1000_0.264000_9190.csv,0.264,0.01,600,100
1000_0.264000_9190.csv,0.264,0.06,100,100
1000_0.264000_9190.csv,0.264,0.11,56,100
1000_0.264000_9190.csv,0.264,0.16,38,100
1000_0.264000_9190.csv,0.264,0.21,30,99
1000_0.264000_9190.csv,0.264,0.26,24,95
1000_0.264000_9190.csv,0.264,0.31,20,96
1000_0.264000_9190.csv,0.264,0.36,18,92
1000_0.264000_9190.csv,0.264,0.41,16,86
1000_0.264000_9190.csv,0.264,0.46,14,82
1000_0.289000_8327.csv,0.289,0.01,600,100
1000_0.289000_8327.csv,0.289,0.06,100,100
1000_0.289000_8327.csv,0.289,0.11,56,100
1000_0.289000_8327.csv,0.289,0.16,38,100
1000_0.289000_8327.csv,0.289,0.21,30,100
1000_0.289000_8327.csv,0.289,0.26,24,100
1000_0.289000_8327.csv,0.289,0.31,20,93
1000_0.289000_8327.csv,0.289,0.36,18,94
1000_0.289000_8327.csv,0.289,0.41,16,88
1000_0.289000_8327.csv,0.289,0.46,14,81
1000_0.304000_4923.csv,0.304,0.01,600,100
1000_0.304000_4923.csv,0.304,0.06,100,100
1000_0.304000_4923.csv,0.304,0.11,56,100
1000_0.304000_4923.csv,0.304,0.16,38,100
1000_0.304000_4923.csv,0.304,0.21,30,100
1000_0.304000_4923.csv,0.304,0.26,24,100
1000_0.304000_4923.csv,0.304,0.31,20,98
1000_0.304000_4923.csv,0.304,0.36,18,95
1000_0.304000_4923.csv,0.304,0.41,16,94
1000_0.304000_4923.csv,0.304,0.46,14,84
1000_0.304000_6503.csv,0.304,0.01,600,100
1000_0.304000_6503.csv,0.304,0.06,100,100
1000_0.304000_6503.csv,0.304,0.11,56,100
1000_0.304000_6503.csv,0.304,0.16,38,100
1000_0.304000_6503.csv,0.304,0.21,30,100
1000_0.304000_6503.csv,0.304,0.26,24,99
1000_0.304000_6503.csv,0.304,0.31,20,95
1000_0.304000_6503.csv,0.304,0.36,18,95
1000_0.304000_6503.csv,0.304,0.41,16,92
1000_0.304000_6503.csv,0.304,0.46,14,81
1000_0.306000_3370.csv,0.306,0.01,600,100
1000_0.306000_3370.csv,0.306,0.06,100,100
1000_0.306000_3370.csv,0.306,0.11,56,100
1000_0.306000_3370.csv,0.306,0.16,38,100
1000_0.306000_3370.csv,0.306,0.21,30,100
1000_0.306000_3370.csv,0.306,0.26,24,100
1000_0.306000_3370.csv,0.306,0.31,20,99
1000_0.306000_3370.csv,0.306,0.36,18,97
1000_0.306000_3370.csv,0.306,0.41,16,91
1000_0.306000_3370.csv,0.306,0.46,14,90
1000_0.335000_9989.csv,0.335,0.01,600,100
1000_0.335000_9989.csv,0.335,0.06,100,100
1000_0.335000_9989.csv,0.335,0.11,56,100
1000_0.335000_9989.csv,0.335,0.16,38,100
1000_0.335000_9989.csv,0.335,0.21,30,100
1000_0.335000_9989.csv,0.335,0.26,24,100
1000_0.335000_9989.csv,0.335,0.31,20,100
1000_0.335000_9989.csv,0.335,0.36,18,99
1000_0.335000_9989.csv,0.335,0.41,16,94
1000_0.335000_9989.csv,0.335,0.46,14,90
1000_0.339000_8649.csv,0.339,0.01,600,100
1000_0.339000_8649.csv,0.339,0.06,100,100
1000_0.339000_8649.csv,0.339,0.11,56,100
1000_0.339000_8649.csv,0.339,0.16,38,100
1000_0.339000_8649.csv,0.339,0.21,30,100
1000_0.339000_8649.csv,0.339,0.26,24,99
1000_0.339000_8649.csv,0.339,0.31,20,99
1000_0.339000_8649.csv,0.339,0.36,18,99
1000_0.339000_8649.csv,0.339,0.41,16,95
1000_0.339000_8649.csv,0.339,0.46,14,93
1000_0.353000_7067.csv,0.353,0.01,600,100
1000_0.353000_7067.csv,0.353,0.06,100,100
1000_0.353000_7067.csv,0.353,0.11,56,100
1000_0.353000_7067.csv,0.353,0.16,38,100
1000_0.353000_7067.csv,0.353,0.21,30,100
1000_0.353000_7067.csv,0.353,0.26,24,100
1000_0.353000_7067.csv,0.353,0.31,20,99
1000_0.353000_7067.csv,0.353,0.36,18,94
1000_0.353000_7067.csv,0.353,0.41,16,95
1000_0.353000_7067.csv,0.353,0.46,14,92
1000_0.359000_1834.csv,0.359,0.01,600,100
1000_0.359000_1834.csv,0.359,0.06,100,100
1000_0.359000_1834.csv,0.359,0.11,56,100
1000_0.359000_1834.csv,0.359,0.16,38,100
1000_0.359000_1834.csv,0.359,0.21,30,100
1000_0.359000_1834.csv,0.359,0.26,24,100
1000_0.359000_1834.csv,0.359,0.31,20,98
1000_0.359000_1834.csv,0.359,0.36,18,99
1000_0.359000_1834.csv,0.359,0.41,16,97
1000_0.359000_1834.csv,0.359,0.46,14,90
1000_0.386000_1171.csv,0.386,0.01,600,100
1000_0.386000_1171.csv,0.386,0.06,100,100
1000_0.386000_1171.csv,0.386,0.11,56,100
1000_0.386000_1171.csv,0.386,0.16,38,100
1000_0.386000_1171.csv,0.386,0.21,30,100
1000_0.386000_1171.csv,0.386,0.26,24,100
1000_0.386000_1171.csv,0.386,0.31,20,100
1000_0.386000_1171.csv,0.386,0.36,18,97
1000_0.386000_1171.csv,0.386,0.41,16,96
1000_0.386000_1171.csv,0.386,0.46,14,94
1000_0.388000_7419.csv,0.388,0.01,600,100
1000_0.388000_7419.csv,0.388,0.06,100,100
1000_0.388000_7419.csv,0.388,0.11,56,100
1000_0.388000_7419.csv,0.388,0.16,38,100
1000_0.388000_7419.csv,0.388,0.21,30,100
1000_0.388000_7419.csv,0.388,0.26,24,100
1000_0.388000_7419.csv,0.388,0.31,20,99
1000_0.388000_7419.csv,0.388,0.36,18,99
1000_0.388000_7419.csv,0.388,0.41,16,97
1000_0.388000_7419.csv,0.388,0.46,14,92
1000_0.416000_3453.csv,0.416,0.01,600,100
1000_0.416000_3453.csv,0.416,0.06,100,100
1000_0.416000_3453.csv,0.416,0.11,56,100
1000_0.416000_3453.csv,0.416,0.16,38,100
1000_0.416000_3453.csv,0.416,0.21,30,100
1000_0.416000_3453.csv,0.416,0.26,24,100
1000_0.416000_3453.csv,0.416,0.31,20,99
1000_0.416000_3453.csv,0.416,0.36,18,99
1000_0.416000_3453.csv,0.416,0.41,16,100
1000_0.416000_3453.csv,0.416,0.46,14,96
1000_0.417000_2141.csv,0.417,0.01,600,100
1000_0.417000_2141.csv,0.417,0.06,100,100
1000_0.417000_2141.csv,0.417,0.11,56,100
1000_0.417000_2141.csv,0.417,0.16,38,100
1000_0.417000_2141.csv,0.417,0.21,30,100
1000_0.417000_2141.csv,0.417,0.26,24,100
1000_0.417000_2141.csv,0.417,0.31,20,100
1000_0.417000_2141.csv,0.417,0.36,18,100
1000_0.417000_2141.csv,0.417,0.41,16,99
1000_0.417000_2141.csv,0.417,0.46,14,100
1000_0.434000_6252.csv,0.434,0.01,600,100
1000_0.434000_6252.csv,0.434,0.06,100,100
1000_0.434000_6252.csv,0.434,0.11,56,100
1000_0.434000_6252.csv,0.434,0.16,38,100
1000_0.434000_6252.csv,0.434,0.21,30,100
1000_0.434000_6252.csv,0.434,0.26,24,100
1000_0.434000_6252.csv,0.434,0.31,20,100
1000_0.434000_6252.csv,0.434,0.36,18,99
1000_0.434000_6252.csv,0.434,0.41,16,98
1000_0.434000_6252.csv,0.434,0.46,14,96
1000_0.436000_5723.csv,0.436,0.01,600,100
1000_0.436000_5723.csv,0.436,0.06,100,100
1000_0.436000_5723.csv,0.436,0.11,56,100
1000_0.436000_5723.csv,0.436,0.16,38,100
1000_0.436000_5723.csv,0.436,0.21,30,100
1000_0.436000_5723.csv,0.436,0.26,24,100
1000_0.436000_5723.csv,0.436,0.31,20,100
1000_0.436000_5723.csv,0.436,0.36,18,100
1000_0.436000_5723.csv,0.436,0.41,16,97
1000_0.436000_5723.csv,0.436,0.46,14,96
1000_0.440000_8756.csv,0.44,0.01,600,100
1000_0.440000_8756.csv,0.44,0.06,100,100
1000_0.440000_8756.csv,0.44,0.11,56,100
1000_0.440000_8756.csv,0.44,0.16,38,100
1000_0.440000_8756.csv,0.44,0.21,30,100
1000_0.440000_8756.csv,0.44,0.26,24,100
1000_0.440000_8756.csv,0.44,0.31,20,100
1000_0.440000_8756.csv,0.44,0.36,18,100
1000_0.440000_8756.csv,0.44,0.41,16,99
1000_0.440000_8756.csv,0.44,0.46,14,96
1000_0.443000_3495.csv,0.443,0.01,600,100
1000_0.443000_3495.csv,0.443,0.06,100,100
1000_0.443000_3495.csv,0.443,0.11,56,100
1000_0.443000_3495.csv,0.443,0.16,38,100
1000_0.443000_3495.csv,0.443,0.21,30,100
1000_0.443000_3495.csv,0.443,0.26,24,100
1000_0.443000_3495.csv,0.443,0.31,20,100
1000_0.443000_3495.csv,0.443,0.36,18,100
1000_0.443000_3495.csv,0.443,0.41,16,95
1000_0.443000_3495.csv,0.443,0.46,14,93
1000_0.444000_2784.csv,0.444,0.01,600,100
1000_0.444000_2784.csv,0.444,0.06,100,100
1000_0.444000_2784.csv,0.444,0.11,56,100
1000_0.444000_2784.csv,0.444,0.16,38,100
1000_0.444000_2784.csv,0.444,0.21,30,100
1000_0.444000_2784.csv,0.444,0.26,24,100
1000_0.444000_2784.csv,0.444,0.31,20,99
1000_0.444000_2784.csv,0.444,0.36,18,100
1000_0.444000_2784.csv,0.444,0.41,16,98
1000_0.444000_2784.csv,0.444,0.46,14,98
1500_0.000000_5566.csv,0,0.01,600,100
1500_0.000000_5566.csv,0,0.06,100,100
1500_0.000000_5566.csv,0,0.11,56,100
1500_0.000000_5566.csv,0,0.16,38,100
1500_0.000000_5566.csv,0,0.21,30,100
1500_0.000000_5566.csv,0,0.26,24,100
1500_0.000000_5566.csv,0,0.31,20,100
1500_0.000000_5566.csv,0,0.36,18,100
1500_0.000000_5566.csv,0,0.41,16,100
1500_0.000000_5566.csv,0,0.46,14,100
1500_0.000667_4611.csv,0.000667,0.01,600,0
1500_0.000667_4611.csv,0.000667,0.06,100,0
1500_0.000667_4611.csv,0.000667,0.11,56,0
1500_0.000667_4611.csv,0.000667,0.16,38,0
1500_0.000667_4611.csv,0.000667,0.21,30,0
1500_0.000667_4611.csv,0.000667,0.26,24,0
1500_0.000667_4611.csv,0.000667,0.31,20,0
1500_0.000667_4611.csv,0.000667,0.36,18,0
1500_0.000667_4611.csv,0.000667,0.41,16,0
1500_0.000667_4611.csv,0.000667,0.46,14,0
1500_0.002000_4478.csv,0.002,0.01,600,51
1500_0.002000_4478.csv,0.002,0.06,100,0
1500_0.002000_4478.csv,0.002,0.11,56,1
1500_0.002000_4478.csv,0.002,0.16,38,0
1500_0.002000_4478.csv,0.002,0.21,30,0
1500_0.002000_4478.csv,0.002,0.26,24,0
1500_0.002000_4478.csv,0.002,0.31,20,0
1500_0.002000_4478.csv,0.002,0.36,18,0
1500_0.002000_4478.csv,0.002,0.41,16,0
1500_0.002000_4478.csv,0.002,0.46,14,0
1500_0.016667_2928.csv,0.016667,0.01,600,100
1500_0.016667_2928.csv,0.016667,0.06,100,44
1500_0.016667_2928.csv,0.016667,0.11,56,21
1500_0.016667_2928.csv,0.016667,0.16,38,5
1500_0.016667_2928.csv,0.016667,0.21,30,0
1500_0.016667_2928.csv,0.016667,0.26,24,1
1500_0.016667_2928.csv,0.016667,0.31,20,0
1500_0.016667_2928.csv,0.016667,0.36,18,1
1500_0.016667_2928.csv,0.016667,0.41,16,0
1500_0.016667_2928.csv,0.016667,0.46,14,0
1500_0.092667_9516.csv,0.092667,0.01,600,100
1500_0.092667_9516.csv,0.092667,0.06,100,100
1500_0.092667_9516.csv,0.092667,0.11,56,93
1500_0.092667_9516.csv,0.092667,0.16,38,79
1500_0.092667_9516.csv,0.092667,0.21,30,67
1500_0.092667_9516.csv,0.092667,0.26,24,45
1500_0.092667_9516.csv,0.092667,0.31,20,36
1500_0.092667_9516.csv,0.092667,0.36,18,40
1500_0.092667_9516.csv,0.092667,0.41,16,32
1500_0.092667_9516.csv,0.092667,0.46,14,23
1500_0.094000_9785.csv,0.094,0.01,600,100
1500_0.094000_9785.csv,0.094,0.06,100,100
1500_0.094000_9785.csv,0.094,0.11,56,98
1500_0.094000_9785.csv,0.094,0.16,38,83
1500_0.094000_9785.csv,0.094,0.21,30,73
1500_0.094000_9785.csv,0.094,0.26,24,59
1500_0.094000_9785.csv,0.094,0.31,20,55
1500_0.094000_9785.csv,0.094,0.36,18,27
1500_0.094000_9785.csv,0.094,0.41,16,26
1500_0.094000_9785.csv,0.094,0.46,14,29
1500_0.099333_2414.csv,0.099333,0.01,600,100
1500_0.099333_2414.csv,0.099333,0.06,100,100
1500_0.099333_2414.csv,0.099333,0.11,56,95
1500_0.099333_2414.csv,0.099333,0.16,38,84
1500_0.099333_2414.csv,0.099333,0.21,30,76
1500_0.099333_2414.csv,0.099333,0.26,24,60
1500_0.099333_2414.csv,0.099333,0.31,20,47
1500_0.099333_2414.csv,0.099333,0.36,18,38
1500_0.099333_2414.csv,0.099333,0.41,16,35
1500_0.099333_2414.csv,0.099333,0.46,14,23
1500_0.141333_2391.csv,0.141333,0.01,600,100
1500_0.141333_2391.csv,0.141333,0.06,100,100
1500_0.141333_2391.csv,0.141333,0.11,56,100
1500_0.141333_2391.csv,0.141333,0.16,38,97
1500_0.141333_2391.csv,0.141333,0.21,30,89
1500_0.141333_2391.csv,0.141333,0.26,24,75
1500_0.141333_2391.csv,0.141333,0.31,20,66
1500_0.141333_2391.csv,0.141333,0.36,18,52
1500_0.141333_2391.csv,0.141333,0.41,16,50
1500_0.141333_2391.csv,0.141333,0.46,14,36
1500_0.166000_8104.csv,0.166,0.01,600,100
1500_0.166000_8104.csv,0.166,0.06,100,100
1500_0.166000_8104.csv,0.166,0.11,56,100
1500_0.166000_8104.csv,0.166,0.16,38,98
1500_0.166000_8104.csv,0.166,0.21,30,92
1500_0.166000_8104.csv,0.166,0.26,24,91
1500_0.166000_8104.csv,0.166,0.31,20,79
1500_0.166000_8104.csv,0.166,0.36,18,71
1500_0.166000_8104.csv,0.166,0.41,16,61
1500_0.166000_8104.csv,0.166,0.46,14,61
1500_0.204667_4680.csv,0.204667,0.01,600,100
1500_0.204667_4680.csv,0.204667,0.06,100,100
1500_0.204667_4680.csv,0.204667,0.11,56,100
1500_0.204667_4680.csv,0.204667,0.16,38,99
1500_0.204667_4680.csv,0.204667,0.21,30,97
1500_0.204667_4680.csv,0.204667,0.26,24,93
1500_0.204667_4680.csv,0.204667,0.31,20,84
1500_0.204667_4680.csv,0.204667,0.36,18,83
1500_0.204667_4680.csv,0.204667,0.41,16,66
1500_0.204667_4680.csv,0.204667,0.46,14,57
1500_0.248000_2477.csv,0.248,0.01,600,100
1500_0.248000_2477.csv,0.248,0.06,100,100
1500_0.248000_2477.csv,0.248,0.11,56,100
1500_0.248000_2477.csv,0.248,0.16,38,100
1500_0.248000_2477.csv,0.248,0.21,30,100
1500_0.248000_2477.csv,0.248,0.26,24,98
